question_contains_api,question_score,question_favorites,question_views,question_user_rep,question_age,question_answer_count,question_user_accept_rate,question_user_is_reg,question_contains_code,question_edited,question_size,answers,answer_score,answer_age,answer_question_time_dff,answer_user_reputation,answer_user_accept_rate,answer_user_is_reg,answer_contains_code,answer_accepted_or_edit,answer_rank,answer_size,sent_codeblock,sent_total_tokens,sent_position,sent_api_position,sent_start_islower,sent_code_char_count,sent_contains_html_tags,sent_tagged_token_percent,sent_max_cosine,sent_avg_cosine,sentence,sent_pos,isMeaningful
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],1008,5753,0,69793,70,TRUE,TRUE,TRUE,2,202,FALSE,8,536,0,FALSE,0,FALSE,12.5,0.21264102,0.04970645,"UnsupportedOperationException</code>.</li>
<li>",NNP -LRB- NN -RRB- NFP -LRB- NNP -RRB-,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],1008,5753,0,69793,70,TRUE,TRUE,TRUE,2,202,FALSE,18,583,0,FALSE,8,TRUE,5.555555556,0.7427449,0.621314,The list returned from <code>asList()</code> is backed by the original array.,DT NN VBD IN -LRB- NNP -LRB- -RRB- SYM NN -RRB- VBZ VBN IN DT JJ NN .,yes
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],1008,5753,0,69793,70,TRUE,TRUE,TRUE,2,202,FALSE,15,662,0,FALSE,0,FALSE,0,0.89649665,0.7297278,"If you modify the original array, the list will be modified as well.","IN PRP VBP DT JJ NN , DT NN MD VB VBN RB RB .",yes
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],1008,5753,0,69793,70,TRUE,TRUE,TRUE,2,202,FALSE,5,732,0,FALSE,0,FALSE,0,0.8221328,0.611159,This may be surprising.,DT MD VB JJ .,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,40,0,0,FALSE,0,TRUE,7.5,0.5677687,0.44717303,"<p><em><sup>(old thread, but just 2 cents as none mention Guava or other libs and some other details)</sup></em></p>
<h1>If You Can, Use Guava</h1>
<p>","NN NNS -RRB- -LRB- NN -RRB- -LRB- JJ NN , CC RB CD NNS IN NN VBP NN CC JJ NNS CC DT JJ NNS -RRB- SYM ADD -LRB- NN PRP MD , VB NN NN -RRB- -LRB- NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,31,151,0,FALSE,0,TRUE,9.677419355,0.5075425,0.37925196,"It's worth pointing out the Guava way, which greatly simplifies these shenanigans:</p>
<h2>Usage</h2>
<h3>For an Immutable List</h3>
<p>","PRP VBZ JJ VBG RP DT NNP NN , WDT RB VBZ DT NNS NN -LRB- NNP -LRB- CD -RRB- -LRB- NN , DT JJ NN , NN -RRB- -LRB- NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,59,287,0,FALSE,25,TRUE,10.16949153,0.31524488,0.13527311,"Use the <a href=""https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/ImmutableList.java"" rel=""noreferrer""><code>ImmutableList</code></a> class and its <a href=""https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/ImmutableList.java#L108"" rel=""noreferrer""><code>of()</code></a> and <a href=""https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/ImmutableList.java#L235"" rel=""noreferrer""><code>copyOf()</code></a>","VB DT -LRB- DT NN SYM `` ADD '' FW SYM `` NN '' , NN NN '' -RRB- NN CC PRP$ -LRB- DT NN SYM `` ADD '' NN `` NN '' , NNP -LRB- -RRB- , NN , NN CC -LRB- DT NN SYM `` ADD '' NN `` NN '' -LRB- NNP -RRB- SYM NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,69,780,0,TRUE,148,TRUE,7.246376812,0.4720798,0.25306734,"factory methods <sup>(elements can't be null)</sup>:</p>
<pre><code>List&lt;String&gt; il = ImmutableList.of(&quot;string&quot;, &quot;elements&quot;); // from varargs
List&lt;String&gt; il = ImmutableList.copyOf(aStringArray); // from array
</code></pre>
<h3>For A Mutable List</h3>
<p>","NN NNS -LRB- NN -RRB- -LRB- NNS MD RB VB JJ -RRB- , NNP -LRB- NN -LRB- NN -RRB- : NNP : NNP SYM NNP -LRB- FW : FW : , FW : NN : -RRB- : NFP IN NNS NNP : NNP : NNP SYM FW FW -RRB- : NFP IN NN NFP NN NN -RRB- -LRB- LS -RRB- IN DT JJ NN , NN -RRB- -LRB- NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,104,1073,294,FALSE,266,TRUE,4.807692308,0.42527664,0.19784285,"Use the <a href=""https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/Lists.java"" rel=""noreferrer""><code>Lists</code></a> class and its <a href=""https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/Lists.java#L84"" rel=""noreferrer""><code>newArrayList()</code></a> factory methods:</p>
<pre><code>List&lt;String&gt; l1 = Lists.newArrayList(anotherListOrCollection); // from collection
List&lt;String&gt; l2 = Lists.newArrayList(aStringArray); // from array
List&lt;String&gt; l3 = Lists.newArrayList(&quot;or&quot;, &quot;string&quot;, &quot;elements&quot;); // from varargs
</code></pre>
<p>","VB DT -LRB- DT NN SYM `` ADD '' NNP SYM `` NN '' , NN NN -RRB- -RRB- NN CC PRP$ -LRB- DT NN SYM `` ADD '' NNP `` NNP '' , NNP -LRB- -RRB- SYM NN NNP NN NNP -LRB- NNP NNP : NNP : FW SYM NNP NNP -RRB- : , IN NN NNP : NNP : NN SYM NNP NNP -RRB- : -LRB- IN NN NNP : NNP : NNP SYM NNP -LRB- FW : FW : , FW : NN : , FW : NN : -RRB- : , IN NN , FW NN -RRB- -LRB- NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,22,1734,0,FALSE,0,FALSE,4.545454545,0.8909526,0.7760109,"Please also note the similar methods for other data structures in other classes, for instance in <a href=""","UH RB VB DT JJ NNS IN JJ NNS NNS IN JJ NNS , IN NN IN -LRB- DT NN SYM ''",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,24,1840,0,TRUE,4,TRUE,8.333333333,0.25235492,0.069180176,"https://github.com/google/guava/blob/master/guava/src/com/google/common/collect/Sets.java"" rel=""noreferrer""><code>Sets</code></a>.</p>
<h2><a href=""https://github.com/google/guava/wiki"" rel=""noreferrer"">","ADD `` FW SYM `` NN '' , NNP -LRB- CD , `` NN SYM `` FW '' FW SYM `` FW '' -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,7,2043,0,FALSE,0,FALSE,0,0.25507724,0.09067369,"Why Guava?</a></h2>
<p>",WRB NN NNP -RRB- -LRB- NN -RRB-,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,28,2066,0,FALSE,0,FALSE,3.571428571,0.92106795,0.8017934,"The main attraction could be to reduce the clutter due to generics for type-safety, as the use of the Guava <a href=""","DT JJ NN MD VB TO VB DT NN IN IN NNS IN NN HYPH NN , IN DT NN IN DT NN -LRB- DT NN SYM ''",yes
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,23,2183,0,TRUE,0,FALSE,4.347826087,0.90213776,0.77565545,"https://github.com/google/guava/wiki/CollectionUtilitiesExplained#static-constructors"" rel=""noreferrer"">factory methods</a> allow the types to be inferred most of the time.",NN '' NN `` NN `` -RRB- NN NNS -LRB- LS -RRB- VB DT NNS TO VB VBN JJS IN DT NN .,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,19,2356,0,FALSE,0,FALSE,0,0.7327239,0.6199964,"However, this argument holds less water since Java 7 arrived with the new diamond operator.</p>
<p>","RB , DT NN VBZ JJR NN IN NNP CD VBD IN DT JJ NN NN -RRB- -LRB- NN",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,39,2455,0,FALSE,0,FALSE,2.564102564,0.9331845,0.8028017,"But it's not the only reason (and Java 7 isn't everywhere yet): the shorthand syntax is also very handy, and the methods initializers, as seen above, allow to write more expressive code.","CC PRP VBZ RB DT JJ NN -LRB- CC NNP CD VBZ RB RB RB -RRB- : DT NN NN VBZ RB RB JJ , CC DT NNS NNS , IN VBN RB , VBP TO VB RBR JJ NN .",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,37,2642,0,FALSE,0,TRUE,8.108108108,0.45785606,0.30496502,"You do in one Guava call what takes 2 with the current Java Collections.</p>
<hr />
<h1>If You Can't...</h1>
<h2>For an Immutable List</h2>
<p>","PRP VBP IN CD NNP NN WP VBZ CD IN DT JJ NNP NNS NFP -LRB- NN SYM -LRB- NN PRP MD RB -LRB- NN -RRB- -LRB- CD , DT JJ NN , CD -RRB- -LRB- NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,41,2785,0,FALSE,14,TRUE,9.756097561,0.3310213,0.14449428,"Use the JDK's <a href=""https://docs.oracle.com/en/java/javase/18/docs/api/java.base/java/util/Arrays.html"" rel=""noreferrer""><code>Arrays</code></a> class and its <a href=""https://docs.oracle.com/en/java/javase/18/docs/api/java.base/java/util/Arrays.html#asList(T...)"" rel=""noreferrer""><code>asList()</code></a>","VB DT NNP POS -LRB- DT NN SYM `` ADD '' NN SYM `` NN '' , NN NN NFP -RRB- NN CC PRP$ -LRB- DT NN SYM `` ADD '' FW SYM `` FW '' -LRB- NNP -RRB- SYM NN -RRB-",yes
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,11,3096,0,TRUE,0,FALSE,18.18181818,0.76486206,0.6184396,"factory method, wrapped with a <a href=""","NN NN , VBN IN DT -LRB- DT NN SYM ''",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,52,3136,0,TRUE,199,TRUE,3.846153846,0.39735997,0.14155246,"https://docs.oracle.com/en/java/javase/18/docs/api/java.base/java/util/Collections.html#unmodifiableList(java.util.List)"" rel=""noreferrer""><code>Collections.unmodifiableList()</code></a>:</p>
<pre><code>List&lt;String&gt; l1 = Collections.unmodifiableList(Arrays.asList(anArrayOfElements));
List&lt;String&gt; l2 = Collections.unmodifiableList(Arrays.asList(&quot;element1&quot;, &quot;element2&quot;));
</code></pre>
<p>","ADD `` NNP SYM `` NNP '' -LRB- NNP FW NNP -LRB- NNP NN FW : NNP : NNP SYM NNP NNP -RRB- -RRB- : NNP : NNP : NN SYM FW FW FW : FW : , FW : FW : -RRB- -RRB- : -LRB- FW FW -RRB- -LRB- NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,22,3557,0,FALSE,12,TRUE,13.63636364,0.5754527,0.44003174,"Note that the returned type for <code>asList()</code> is a <code>List</code> using a concrete <code>ArrayList</code> implementation, but <strong>it is NOT</strong> <code>java.util.ArrayList</code>.","VB IN DT VBN NN IN -LRB- NNP -LRB- -RRB- SYM NN -RRB- VBZ DT -LRB- NN NN -LRB- , NN -RRB- VBG DT NN -LRB- NN -RRB- NN -LRB- , NN -RRB- NN , CC -LRB- JJ -RRB- PRP VBZ NNP JJ -RRB- -LRB- ADD -RRB-",yes
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,16,3755,44,FALSE,9,TRUE,12.5,0.709399,0.5431624,"It's an inner type, which emulates an <code>ArrayList</code>","PRP VBZ DT JJ NN , WDT VBZ DT -LRB- NN -RRB- NN -LRB- , NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,28,3816,0,TRUE,0,FALSE,0,0.7919899,0.6491772,"but actually directly references the passed array and makes it &quot;write through&quot; (modifications are reflected in the array).</p>
<p>",CC RB RB VBZ DT VBN NN CC VBZ PRP NN : VB NN : -LRB- NNS VBP VBN IN DT NN -RRB- . -RRB- -LRB- NN -RRB-,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,15,3956,0,FALSE,4,TRUE,13.33333333,0.67568016,0.58135825,It forbids modifications through some of the <code>List</code>,"PRP VBZ NNS IN DT IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,16,4019,0,FALSE,12,TRUE,12.5,0.7291352,0.5751115,API's methods by way of simply extending an <code>AbstractList</code>,"NNP POS NNS IN NN IN RB VBG DT -LRB- NN -RRB- NNP -LRB- , NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,27,4089,0,FALSE,5,TRUE,3.703703704,0.82188445,0.6959597,"(so, adding or removing elements is unsupported), however it allows calls to <code>set()</code> to override elements.","-LRB- RB , VBG CC VBG NNS VBZ JJ -RRB- , RB PRP VBZ NNS IN -LRB- NN -LRB- -RRB- , NN -RRB- TO VB NNS .",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,18,4207,0,FALSE,8,TRUE,11.11111111,0.7527002,0.62655485,Thus this list isn't truly immutable and a call to <code>asList()</code>,RB DT NN VBZ RB RB JJ CC DT NN IN -LRB- NN NNP -LRB- -RRB- SYM NN -RRB-,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,14,4280,0,TRUE,30,TRUE,7.142857143,0.42574012,0.2878603,"should be wrapped with <code>Collections.unmodifiableList()</code>.</p>
<p>",MD VB VBN IN -LRB- NN NN -RRB- NFP NN -RRB- -LRB- NN -RRB-,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,25,4355,0,FALSE,0,TRUE,16,0.49775836,0.40195456,"See the next step if you need a mutable list.</p>
<h2>For a Mutable List</h2>
<p>","VB DT JJ NN IN PRP VBP DT JJ NN -LRB- NN -LRB- LS -RRB- IN DT JJ NN , CD -RRB- -LRB- NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,11,4436,0,FALSE,10,TRUE,0,0.76371807,0.6696402,"Same as above, but wrapped with an actual <code>java.util.","JJ IN RB , CC VBN IN DT JJ -LRB- ADD",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,19,5184,0,TRUE,0,FALSE,0,0.46350375,0.15987432,"for (final T s : array) {
l.add(s);
}
return (l);
}",IN -LRB- JJ NN POS : NN -RRB- -LRB- NNS -RRB- : JJ NN -LRB- NNP -RRB- : NFP,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,42,5245,139,FALSE,0,FALSE,0,0.63779217,0.41421708,"// for Java &lt; 1.5 (no generics, no compile-time type-safety, boo!)
static List arrayToList(final Object[] array) {
final List l = new ArrayList(array.length);","NFP IN NNP NNP : CD -LRB- DT NNS , DT NN HYPH NN NN HYPH NN , NN . -RRB- JJ NN NN -LRB- JJ NN -LRB- -RRB- NN -RRB- : JJ NN NN SYM JJ NN -LRB- NN -RRB- :",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],404,4245,1507,22607,100,TRUE,TRUE,TRUE,3,1093,FALSE,32,5412,0,TRUE,0,FALSE,12.5,0.38009864,0.12069307,"for (int i = 0; i &lt; array.length; i++) {
l.add(array[i]);
}
return (l);
}
</code></pre>","IN -LRB- NN CD SYM CD : NN NN : NNP : FW HYPH FW -LRB- FW CD -RRB- -RRB- : SYM NN -LRB- NNP -RRB- : NN , NN NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],255,4759,993,63366,59,TRUE,TRUE,TRUE,4,88,FALSE,22,0,0,FALSE,0,FALSE,0,0.7520223,0.6083395,"<p>Since this question is pretty old, it surprises me that nobody suggested the simplest form yet:</p>","-LRB- NN IN DT NN VBZ RB JJ , PRP VBZ PRP IN NN VBD DT JJS NN RB HYPH NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],255,4759,993,63366,59,TRUE,TRUE,TRUE,4,88,FALSE,15,225,0,FALSE,15,TRUE,6.666666667,0.4602022,0.30681756,"<p>As of Java 5, <code>Arrays.asList()</code> takes a varargs parameter and you don't have to construct the array explicitly.</p>","-LRB- NN IN IN NNP CD , -LRB- NN NNP -LRB- -RRB- NFP NN -RRB- VBZ DT NN NN CC PRP VBP RB VB TO VB DT NN RB . NN",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],228,5753,0,402714,93,TRUE,TRUE,TRUE,5,73,FALSE,20,74,0,FALSE,8,TRUE,15,0.5214739,0.38363156,<p>Make sure that <code>myArray</code> is the same type as <code>T</code>.,"NN VB JJ IN -LRB- NNP -LRB- , NN -RRB- VBZ DT JJ NN IN -LRB- NN -RRB- NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],228,5753,0,402714,93,TRUE,TRUE,TRUE,5,73,FALSE,34,149,0,FALSE,16,TRUE,11.76470588,0.62160456,0.52848333,"You'll get a compiler error if you try to create a <code>List&lt;Integer&gt;</code> from an array of <code>int</code>, for example.</p>","PRP MD VB DT NN NN IN PRP VBP TO VB DT -LRB- NN -RRB- `` : NNP : -LRB- NN -RRB- IN DT NN IN -LRB- NN -LRB- , NN , IN NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],114,2997,2755,47475,100,TRUE,TRUE,TRUE,7,294,FALSE,36,19,0,FALSE,7,TRUE,8.333333333,0.42388317,0.2396684,"In <a href=""https://en.wikipedia.org/wiki/Java_version_history#Java_SE_9"" rel=""noreferrer"">Java 9</a>, you can use <a href=""https://docs.oracle.com/javase/9/docs/api/java/util/List.html#of-E-E-E-"" rel=""noreferrer""><code>List.of</code></a>","IN -LRB- DT NN SYM `` NNP '' NN SYM `` NN '' -RRB- NNP NNP , PRP MD VB -LRB- DT NN SYM `` ADD '' FW SYM `` NN '' , NN NN -RRB-",no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],114,2997,2755,47475,100,TRUE,TRUE,TRUE,7,294,FALSE,18,258,0,TRUE,4,TRUE,16.66666667,0.7494445,0.642547,static factory method in order to create a <code>List</code> literal.,"JJ NN NN IN NN TO VB DT -LRB- NN -RRB- NN -LRB- , NN -RRB- JJ .",yes
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],114,2997,2755,47475,100,TRUE,TRUE,TRUE,7,294,FALSE,46,328,0,FALSE,82,TRUE,4.347826087,0.52758527,0.2964798,"Something like the following:</p>
<pre><code>List&lt;Element&gt; elements = List.of(new Element(1), new Element(2), new Element(3));
</code></pre>
<p>","NN IN DT VBG : -LRB- NN -RRB- -LRB- NN -LRB- NN NN : NN : NNS SYM NN -LRB- JJ NN -LRB- CD -RRB- , JJ NN -LRB- CD -RRB- , JJ NN -LRB- CD -RRB- -RRB- : -LRB- NN NN -RRB- -LRB- NN -RRB-",yes
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],114,2997,2755,47475,100,TRUE,TRUE,TRUE,7,294,FALSE,18,478,0,FALSE,0,TRUE,5.555555556,0.5228628,0.3527928,"This would return an <a href=""https://en.wikipedia.org/wiki/Immutable_object"" rel=""noreferrer""><em><strong>immutable</strong></em></a>",DT MD VB DT -LRB- DT NN SYM `` FW '' NN SYM `` NN '' -LRB- ADD,no
TRUE,4105,0,1853377,54328,5753,42,81,TRUE,TRUE,TRUE,111,[],114,2997,2755,47475,100,TRUE,TRUE,TRUE,7,294,FALSE,5,613,0,TRUE,0,FALSE,0,0.86144936,0.69672596,list containing three elements.,NN VBG CD NNS .,no
