,question,contexts,context_relevancy
10,JSONObject Not Serializable?,['<p>To add to the other answers  by implementating <code>java.io.Serializable</code>  you get  automatic  serialization capability for objects of your class.\nThe Java runtime will use reflection to figure out how to marshal and unmarshal your objects.</p>\n<p>In earlier version of Java  reflection was very slow  and so serializaing large object graphs (e.g. in client-server RMI applications) was a bit of a performance problem.\n<p>In recent versions of Java (1.3 onwards  certainly) the performance of reflection is vastly better than it used to be  and so this is much less of a problem.\n<p>Also  the built-in Java serialization mechanism isn t the only one  you can get third-party replacements  such as JBoss Serialization  which is considerably quicker  and is a drop-in replacement for the default.</p>\n<p>Serialization provides default functionality to store and later recreate the object.\nIn default serialization the object is constructed entirely from its stored bits  with no constructor calls.</p> <pre><code>  ObjectOutputStream oos = new ObjectOutputStream(       new FileOutputStream(&quot;/Users/Desktop/files/temp.txt&quot;));   oos.writeObject(linkedListHead); //writing head of linked list   oos.close(); </code></pre> <p>\nBut if you want restricted serialization or don t want some portion of your object to be serialized then use Externalizable.\nThe Externalizable interface extends the Serializable interface and adds two methods  writeExternal() and readExternal().\nWhile working with Externalizable we should remember that the default constructer should be public else the code will throw exception.\nHere if you comment the default constructer then the code will throw below exception:</p> <pre><code> java.io.InvalidClassException: javaserialization.\nWe can observe that as password is sensitive information  so i am not serializing it in writeExternal(ObjectOutput oo) method and not setting the value of same in readExternal(ObjectInput oi).\nWe can observe as we are not setting the value of passWord so it s null.</p> <p>\n<code>Externalizable</code> interface contains two methods: <code>writeExternal()</code> and <code>readExternal()</code>.</li> <li><strong>\nIncompatible changes to classes are those changes for which the guarantee of interoperability cannot be maintained like Deleting fields etc.</p> </blockquote> <ol start= 4 >\nYou can support different versions of your object.</li> <li><strong>public No-arg constructor</strong>:  <code>Serializable</code> uses reflection to construct object and does not require no arg constructor.\n<p>Serialization uses certain default behaviors to store and later recreate the object.\n<p>Externalization is used in the rare cases that you really want to store and rebuild your object in a completely different way and without using the default serialization mechanisms for data fields.\nA Java object is only serializable.\nMost of the java class are serializable</em>.</p>\n<p>Object Serialization produces a stream with information about the Java classes for the objects which are being saved.\nFor serializable objects  sufficient information is kept to restore those objects even if a different (but compatible) version of the implementation of the class is present.\nThe Serializable interface is defined to identify classes which implement the serializable protocol:</p>\nThe serialization interface has no methods or fields and serves only to identify the semantics of being serializable.\nFor serializing/deserializing a class  either we can use default writeObject and readObject methods (or) we can overriding writeObject and readObject methods from a class.</li>\nThe values of the non-transient and non-static fields of the class get serialized.</li> </ul>\n<p>For Externalizable objects  only the identity of the class of the object is saved by the container; the class must save and restore the contents.\nThe Externalizable interface has two methods  an externalizable object must implement a writeExternal and readExternal methods to save/restore the state of an object.</li> <li>\nProgrammer has to take care of which objects to be serialized.\nAs a programmer take care of Serialization So  here transient keyword will not restrict any object in Serialization process.</li> <li>\nWhen an Externalizable object is reconstructed  an instance is created using the public no-arg constructor  then the readExternal method called.\n<p>Default serialization is somewhat verbose  and assumes the widest possible usage scenario of the serialized object  and accordingly the default format (Serializable) annotates the resultant stream with information about the class of the serialized object.</p>\n<p>Externalization give the producer of the object stream complete control over the precise class meta-data (if any) beyond the minimal required identification of the class (e.g. its name).\nThis is clearly desirable in certain situations  such as closed environments  where producer of the object stream and its consumer (which reifies the object from the stream) are matched  and additional metadata about the class serves no purpose and degrades performance.</p>\n<p>Additionally (as Uri point out) externalization also provides for complete control over the encoding of the data in the stream corresponding to Java types.\nFor (a contrived) example  you may wish to record boolean true as  Y  and false as  N .\n<p>The Externalizable interface was not actually provided to optimize the serialization process performance!\nbut to provide means of implementing your own custom processing and offer complete control over the format and contents of the stream for an object and its super types!</p>\n<p>When considering options for improving performance  don t forget custom serialization.\nYou can let Java do what it does well  or at least good enough  <em>for free</em>  and provide custom support for what it does badly.\n<p>There are so many difference exist between Serializable and Externalizable but when we compare difference between custom Serializable(overrided writeObject() &amp; readObject()) and Externalizable  then we find that custom implementation is tightly bind with ObjectOutputStream class where as in Externalizable case   we ourself provide an implementation of ObjectOutput which may be ObjectOutputStream class or it could be some other like org.apache.mina.filter.codec.serialization.ObjectSerializationOutputStream</p>\nWe can comment below two method and use default serialization process as well              Sequence of class attributes in read and write methods MUST BE same.\nWe can define custom validation or business rules inside read/write methods.\nplease check in/out object case of Externalizable.\nWhere as Outstream/Instream are tightly bind to classes.\nWe can extends ObjectOutputStream/ObjectInputStream but it will a bit difficult to use.</p>\n<code>Externalizable</code> contains 2 methods  <code>readExternal</code> and <code>writeExternal</code>.\nallows the implementer to decide how an object is serialized  where as <code>Serializable</code>\n<p>For long-term persistence  the class must be able to decode this form  which restricts the changes you can make to class design.\n<p>Serialization can also lead to security problems.\nBy being able to serialize any object it has a reference to  a class can access data it would not normally be able to (by parsing the resultant byte data).</p>\n<p>There are other issues  such as the serialized form of inner classes not being well defined.</p>\nNet people got it wrong this time around  would have been better to make everything serializable by default and only need to mark those classes that can t be safely serialized instead.</p>\n<p>For example in Smalltalk (a language created in 70s) every object is serializable by default.\nI have no idea why this is not the case in Java  considering the fact that the vast majority of objects are safe to serialize and just a few of them aren t.\n<p>Marking an object as serializable (with an interface) doesn t magically make that object serializable  <strong>it was serializable all along</strong>  it s just that now you expressed something that the system could have found on his own  so I see no real good reason for serialization being the way it is now.</p>\n<p>Not everything is genuinely serializable.\nYou could serialize the data/state of your socket object  but the essence of an active connection would be lost.</p>\n<p>The main role of Serializable in Java is to actually make  by default  all other objects nonserializable.\nSerialization is a very dangerous mechanism  especially in its default implementation.\nHence  like friendship in C++  it is off by default  even if it costs a little to make things serializable.</p>\n<p>Serialization adds constraints and potential problems since structure compatibility is not insured.\nSo the effort you d spend making the class serializble properly dwarves the cost of adding the interface.\n<p>For some classes  especially those that represent something more physical like a File  a Socket  a Thread  or a DB connection  it makes absolutely no sense to serialize instances.\nFor many others  Serialization may be problematic because it destroys uniqueness constraints  or simply forces you to deal with instances of different versions of a class  which you may not want to.</p>\n<p>Arguably  it might have been better to make everything Serializable by default and make classes non-serializable through a keyword or marker interface - but then  those who should use that option probably would not think about it.\n<p>Apparently everything was serializable in some preliminary designs  but because of security and correctness concerns the final design ended up as we all know.</p>\n<p>Having to state explicitely that instances of a certain class are Serializable the language forces you to think about if you you should allow that.\nFor simple value objects serialization is trivial  but in more complex cases you need to really think things through.</p>\n<p>By just relying on the standard serialization support of the JVM you expose yourself to all kinds of nasty versioning issues.</p>\n<p>Uniqueness  references to  real  resources  timers and lots of other types of artifacts are NOT candidates for serialization.</p>\nOther languages happily try serializing everything that doesn t jump on a tree after you ve counted to 10.\nAn Object should default to be serializable.\n<p>So  what you basically need to do is read all the properties of your 3rd-party class yourself.'],0.04950495049504951
11,Convert InputStream to byte array in Java,['Ways to convert an InputStream to a String:</strong></p> <ol> <li><p>Using <code>IOUtils.toString</code> (Apache Utils)</p> <pre><code>\nApache Commons</a> <code><a href= https://commons.apache.org/proper/commons-io/javadocs/api-release/org/apache/commons/io/IOUtils.html  rel= noreferrer >IOUtils</a></code> to copy the <code>InputStream</code> into a <code>StringWriter</code>...\n<p>Here s a way using only the standard Java library (note that the stream is not closed  your mileage may vary).</p>\nhttp://download.oracle.com/javase/8/docs/api/java/util/Scanner.html  rel= noreferrer >Scanner</a> iterates over tokens in the stream  and in this case we separate tokens using  beginning of the input boundary  (\\A)  thus giving us only one token for the entire contents of the stream.</p>\nif we are not accessing it in multiple threads  and <code>StringBuilder</code> is faster).\nThe trick here is that we work in blocks  and as such don t need other buffering streams.\nThe block size is parameterized for run-time performance optimization.</p>\nisn t necessary  but it is generally a good idea to specify the encoding if you know it (which you should!)</p>\n<p>If all you want to do is read the same information more than once  and the input data is small enough to fit into memory  you can copy the data from your <code>InputStream</code> to a <a href= http://docs.oracle.com/javase/7/docs/api/java/io/ByteArrayOutputStream.html  rel= noreferrer >ByteArrayOutputStream</a>.</p> <p>\nBut if you really need to keep the original stream open to receive new data  then you will need to track the external call to <code>close()</code>.\n<p>You can t clone it  and how you are going to solve your problem depends on what the source of the data is.\n<p>One solution is to read all data from the InputStream into a byte array  and then create a ByteArrayInputStream around that byte array  and pass that input stream into your method.</p>\n<p>Edit 1: That is  if the other method also needs to read the same data.\n<p>If the data read from the stream is large  I would recommend using a TeeInputStream from Apache Commons IO.\nFilterInputStream</a> class and do the required processing of the bytes as the external lib reads the data.\nIt should be noted that this works byte for byte  so don t use this if high performance is a requirement.</strong></p>\nFetches entire contents of an InputStream and represent same data as result InputStream.\n<p>Cloning an input stream might not be a good idea  because this requires deep knowledge about the details of the input stream being cloned.\nA workaround for this is to create a new input stream that reads from the same source again.</p>\nAnd there is no need to maintain a second code path for the cloning of the stream.</p>\n<p>On the other hand  if reading from the stream is expensive (because a it s done over a low bandwith connection)  then this method will double the costs.\nJust create an instance  call the  multiply  method  and provide the source input stream and the amount of duplicates you need.</p>\nImportant: you must consume all cloned streams simultaneously in separate threads.</strong></p>'],0.24242424242424243
12,Java: InputStream too slow to read huge files,['Ways to convert an InputStream to a String:</strong></p> <ol> <li><p>Using <code>IOUtils.toString</code> (Apache Utils)</p> <pre><code>\nApache Commons</a> <code><a href= https://commons.apache.org/proper/commons-io/javadocs/api-release/org/apache/commons/io/IOUtils.html  rel= noreferrer >IOUtils</a></code> to copy the <code>InputStream</code> into a <code>StringWriter</code>...\n<p>Here s a way using only the standard Java library (note that the stream is not closed  your mileage may vary).</p>\nhttp://download.oracle.com/javase/8/docs/api/java/util/Scanner.html  rel= noreferrer >Scanner</a> iterates over tokens in the stream  and in this case we separate tokens using  beginning of the input boundary  (\\A)  thus giving us only one token for the entire contents of the stream.</p>\nif we are not accessing it in multiple threads  and <code>StringBuilder</code> is faster).\nThe trick here is that we work in blocks  and as such don t need other buffering streams.\nThe block size is parameterized for run-time performance optimization.</p>\nisn t necessary  but it is generally a good idea to specify the encoding if you know it (which you should!)</p>\n<p>If all you want to do is read the same information more than once  and the input data is small enough to fit into memory  you can copy the data from your <code>InputStream</code> to a <a href= http://docs.oracle.com/javase/7/docs/api/java/io/ByteArrayOutputStream.html  rel= noreferrer >ByteArrayOutputStream</a>.</p> <p>\nBut if you really need to keep the original stream open to receive new data  then you will need to track the external call to <code>close()</code>.\n<p>You can t clone it  and how you are going to solve your problem depends on what the source of the data is.\n<p>One solution is to read all data from the InputStream into a byte array  and then create a ByteArrayInputStream around that byte array  and pass that input stream into your method.</p>\n<p>Edit 1: That is  if the other method also needs to read the same data.\n<p>If the data read from the stream is large  I would recommend using a TeeInputStream from Apache Commons IO.\nFilterInputStream</a> class and do the required processing of the bytes as the external lib reads the data.\nIt should be noted that this works byte for byte  so don t use this if high performance is a requirement.</strong></p>\nFetches entire contents of an InputStream and represent same data as result InputStream.\n<p>Cloning an input stream might not be a good idea  because this requires deep knowledge about the details of the input stream being cloned.\nA workaround for this is to create a new input stream that reads from the same source again.</p>\nAnd there is no need to maintain a second code path for the cloning of the stream.</p>\n<p>On the other hand  if reading from the stream is expensive (because a it s done over a low bandwith connection)  then this method will double the costs.\nJust create an instance  call the  multiply  method  and provide the source input stream and the amount of duplicates you need.</p>\nImportant: you must consume all cloned streams simultaneously in separate threads.</strong></p>'],0.15151515151515152
13,Loading images using an InputStream,['Ways to convert an InputStream to a String:</strong></p> <ol> <li><p>Using <code>IOUtils.toString</code> (Apache Utils)</p> <pre><code>\nApache Commons</a> <code><a href= https://commons.apache.org/proper/commons-io/javadocs/api-release/org/apache/commons/io/IOUtils.html  rel= noreferrer >IOUtils</a></code> to copy the <code>InputStream</code> into a <code>StringWriter</code>...\n<p>Here s a way using only the standard Java library (note that the stream is not closed  your mileage may vary).</p>\nhttp://download.oracle.com/javase/8/docs/api/java/util/Scanner.html  rel= noreferrer >Scanner</a> iterates over tokens in the stream  and in this case we separate tokens using  beginning of the input boundary  (\\A)  thus giving us only one token for the entire contents of the stream.</p>\nif we are not accessing it in multiple threads  and <code>StringBuilder</code> is faster).\nThe trick here is that we work in blocks  and as such don t need other buffering streams.\nThe block size is parameterized for run-time performance optimization.</p>\nisn t necessary  but it is generally a good idea to specify the encoding if you know it (which you should!)</p>\n<p>If all you want to do is read the same information more than once  and the input data is small enough to fit into memory  you can copy the data from your <code>InputStream</code> to a <a href= http://docs.oracle.com/javase/7/docs/api/java/io/ByteArrayOutputStream.html  rel= noreferrer >ByteArrayOutputStream</a>.</p> <p>\nBut if you really need to keep the original stream open to receive new data  then you will need to track the external call to <code>close()</code>.\n<p>You can t clone it  and how you are going to solve your problem depends on what the source of the data is.\n<p>One solution is to read all data from the InputStream into a byte array  and then create a ByteArrayInputStream around that byte array  and pass that input stream into your method.</p>\n<p>Edit 1: That is  if the other method also needs to read the same data.\n<p>If the data read from the stream is large  I would recommend using a TeeInputStream from Apache Commons IO.\nFilterInputStream</a> class and do the required processing of the bytes as the external lib reads the data.\nIt should be noted that this works byte for byte  so don t use this if high performance is a requirement.</strong></p>\nFetches entire contents of an InputStream and represent same data as result InputStream.\n<p>Cloning an input stream might not be a good idea  because this requires deep knowledge about the details of the input stream being cloned.\nA workaround for this is to create a new input stream that reads from the same source again.</p>\nAnd there is no need to maintain a second code path for the cloning of the stream.</p>\n<p>On the other hand  if reading from the stream is expensive (because a it s done over a low bandwith connection)  then this method will double the costs.\nJust create an instance  call the  multiply  method  and provide the source input stream and the amount of duplicates you need.</p>\nImportant: you must consume all cloned streams simultaneously in separate threads.</strong></p>'],0.15151515151515152
14,How do I read bytes from InputStream?,['Ways to convert an InputStream to a String:</strong></p> <ol> <li><p>Using <code>IOUtils.toString</code> (Apache Utils)</p> <pre><code>\nApache Commons</a> <code><a href= https://commons.apache.org/proper/commons-io/javadocs/api-release/org/apache/commons/io/IOUtils.html  rel= noreferrer >IOUtils</a></code> to copy the <code>InputStream</code> into a <code>StringWriter</code>...\n<p>Here s a way using only the standard Java library (note that the stream is not closed  your mileage may vary).</p>\nhttp://download.oracle.com/javase/8/docs/api/java/util/Scanner.html  rel= noreferrer >Scanner</a> iterates over tokens in the stream  and in this case we separate tokens using  beginning of the input boundary  (\\A)  thus giving us only one token for the entire contents of the stream.</p>\nif we are not accessing it in multiple threads  and <code>StringBuilder</code> is faster).\nThe trick here is that we work in blocks  and as such don t need other buffering streams.\nThe block size is parameterized for run-time performance optimization.</p>\nisn t necessary  but it is generally a good idea to specify the encoding if you know it (which you should!)</p>\n<p>If all you want to do is read the same information more than once  and the input data is small enough to fit into memory  you can copy the data from your <code>InputStream</code> to a <a href= http://docs.oracle.com/javase/7/docs/api/java/io/ByteArrayOutputStream.html  rel= noreferrer >ByteArrayOutputStream</a>.</p> <p>\nBut if you really need to keep the original stream open to receive new data  then you will need to track the external call to <code>close()</code>.\n<p>You can t clone it  and how you are going to solve your problem depends on what the source of the data is.\n<p>One solution is to read all data from the InputStream into a byte array  and then create a ByteArrayInputStream around that byte array  and pass that input stream into your method.</p>\n<p>Edit 1: That is  if the other method also needs to read the same data.\n<p>If the data read from the stream is large  I would recommend using a TeeInputStream from Apache Commons IO.\nFilterInputStream</a> class and do the required processing of the bytes as the external lib reads the data.\nIt should be noted that this works byte for byte  so don t use this if high performance is a requirement.</strong></p>\nFetches entire contents of an InputStream and represent same data as result InputStream.\n<p>Cloning an input stream might not be a good idea  because this requires deep knowledge about the details of the input stream being cloned.\nA workaround for this is to create a new input stream that reads from the same source again.</p>\nAnd there is no need to maintain a second code path for the cloning of the stream.</p>\n<p>On the other hand  if reading from the stream is expensive (because a it s done over a low bandwith connection)  then this method will double the costs.\nJust create an instance  call the  multiply  method  and provide the source input stream and the amount of duplicates you need.</p>\nImportant: you must consume all cloned streams simultaneously in separate threads.</strong></p>'],0.15151515151515152
15,FileInputStream read until last 128 bytes of file,['Don t use FileInputStream</strong> as a parameter or variable type.\nUse the abstract base class  in this case InputStream instead.</p>\n<p>But it will work only within your IDE  not in runnable JAR.\n<p>Don t make the mistake of relying upon or needlessly converting/losing endline characters.\nDon t forget to use the proper character encoding to interpres the stream.</p>\n<p>If you want to make this a little more efficient  you can use arrays of characters instead  but to be honest  looping over the characters can be still quite fast.</p>'],0.5555555555555556
16,Converting json from a file to a java Object,['<p>Classes that has a natural sort order (a class Number  as an example) should implement the Comparable interface  whilst classes that has no natural sort order (a class Chair  as an example) should be provided with a Comparator (or an anonymous Comparator class).</p>\n<p>Both of these interfaces allow for different behavior.\nComparable allows you to make the object act like you just described Strings (in fact  String implements Comparable).\nThe second  Comparator  allows you to do what you are asking to do.\nIf the objects in the ArrayList implement comparable  you can instead do something like this:</p>\n<p>The <a href= http://java.sun.com/javase/6/docs/api/java/util/Collections.html  rel= noreferrer >Collections</a> class contains a number of these useful  common tools.</p>\n<p>With Java 8 you can use a method reference for your comparator:</p>\n<p>Since technologies appear everyday  the answer will change in the time.\n<p>Of course  having this kind of beauty impacts in the performance (an average of 2 times)  but can you find a more readable code?</p>\nFortunately  the actual code is much simpler and shorter than this description.</p>\n<p>If you want to sort for alphabet that contains non English characters you can use Locale...'],0.3333333333333333
17,Java/JAXB: Unmarshall XML attributes to specific Java Object attributes,['<p>Classes that has a natural sort order (a class Number  as an example) should implement the Comparable interface  whilst classes that has no natural sort order (a class Chair  as an example) should be provided with a Comparator (or an anonymous Comparator class).</p>\n<p>Both of these interfaces allow for different behavior.\nComparable allows you to make the object act like you just described Strings (in fact  String implements Comparable).\nThe second  Comparator  allows you to do what you are asking to do.\nIf the objects in the ArrayList implement comparable  you can instead do something like this:</p>\n<p>The <a href= http://java.sun.com/javase/6/docs/api/java/util/Collections.html  rel= noreferrer >Collections</a> class contains a number of these useful  common tools.</p>\n<p>With Java 8 you can use a method reference for your comparator:</p>\n<p>Since technologies appear everyday  the answer will change in the time.\n<p>Of course  having this kind of beauty impacts in the performance (an average of 2 times)  but can you find a more readable code?</p>\nFortunately  the actual code is much simpler and shorter than this description.</p>\n<p>If you want to sort for alphabet that contains non English characters you can use Locale...'],0.3333333333333333
18,Inserting Java Object to MongoDB Collection Using Java,['<p>Classes that has a natural sort order (a class Number  as an example) should implement the Comparable interface  whilst classes that has no natural sort order (a class Chair  as an example) should be provided with a Comparator (or an anonymous Comparator class).</p>\n<p>Both of these interfaces allow for different behavior.\nComparable allows you to make the object act like you just described Strings (in fact  String implements Comparable).\nThe second  Comparator  allows you to do what you are asking to do.\nIf the objects in the ArrayList implement comparable  you can instead do something like this:</p>\n<p>The <a href= http://java.sun.com/javase/6/docs/api/java/util/Collections.html  rel= noreferrer >Collections</a> class contains a number of these useful  common tools.</p>\n<p>With Java 8 you can use a method reference for your comparator:</p>\n<p>Since technologies appear everyday  the answer will change in the time.\n<p>Of course  having this kind of beauty impacts in the performance (an average of 2 times)  but can you find a more readable code?</p>\nFortunately  the actual code is much simpler and shorter than this description.</p>\n<p>If you want to sort for alphabet that contains non English characters you can use Locale...'],0.3333333333333333
19,Java - getting max value from an arraylist of Objects?,['<p>Classes that has a natural sort order (a class Number  as an example) should implement the Comparable interface  whilst classes that has no natural sort order (a class Chair  as an example) should be provided with a Comparator (or an anonymous Comparator class).</p>\n<p>Both of these interfaces allow for different behavior.\nComparable allows you to make the object act like you just described Strings (in fact  String implements Comparable).\nThe second  Comparator  allows you to do what you are asking to do.\nIf the objects in the ArrayList implement comparable  you can instead do something like this:</p>\n<p>The <a href= http://java.sun.com/javase/6/docs/api/java/util/Collections.html  rel= noreferrer >Collections</a> class contains a number of these useful  common tools.</p>\n<p>With Java 8 you can use a method reference for your comparator:</p>\n<p>Since technologies appear everyday  the answer will change in the time.\n<p>Of course  having this kind of beauty impacts in the performance (an average of 2 times)  but can you find a more readable code?</p>\nFortunately  the actual code is much simpler and shorter than this description.</p>\n<p>If you want to sort for alphabet that contains non English characters you can use Locale...'],0.6
20,Finding Largest String in ArrayList,['Ways to convert an InputStream to a String:</strong></p> <ol> <li><p>Using <code>IOUtils.toString</code> (Apache Utils)</p> <pre><code>\nApache Commons</a> <code><a href= https://commons.apache.org/proper/commons-io/javadocs/api-release/org/apache/commons/io/IOUtils.html  rel= noreferrer >IOUtils</a></code> to copy the <code>InputStream</code> into a <code>StringWriter</code>...\nhttp://download.oracle.com/javase/8/docs/api/java/util/Scanner.html  rel= noreferrer >Scanner</a> iterates over tokens in the stream  and in this case we separate tokens using  beginning of the input boundary  (\\A)  thus giving us only one token for the entire contents of the stream.</p>\nThe trick here is that we work in blocks  and as such don t need other buffering streams.\nThe block size is parameterized for run-time performance optimization.</p>\n<p>Then just add those numbers to the integer representation of the character <code>`</code>\n<p>When <code>java.util.Random</code> is instantiated with a specific seed parameter (in this case <code>-229985452</code> or <code>-147909649</code>)  it follows the random number generation algorithm <em>beginning</em>\n<p>Everyone here did a great job of explaining how the code works and showing how you can construct your own examples  but here s an information theoretical answer showing why we can reasonably expect a solution to exist that the brute force search will eventually find.</p> <p>\nTo allow generating words of different lengths  we further add a terminator symbol <code>‚ä•</code> to yield an extended alphabet <code>Œ£  := Œ£ ‚à™ {‚ä•}</code>.</p> <p>Let <code>Œ±</code> be a symbol and X a uniformly distributed random variable over <code>Œ£ </code>.\nSince the Pseudorandom Number Generator (PRNG) is initialized with a 32-bit seed  we can expect most words of length up to</p> <blockquote> <p>Œª = floor[32/log‚ÇÇ(27)] - 1 = 5</p> </blockquote> <p>to be generated by at least one seed.\nEven if we were to search for a 6-character word  we would still be successful about 41.06% of the time.\n<p>Most random number generators are  in fact   pseudo random. \n<p>LCGs are quite predictable given a fixed seed.\nBasically  use a seed that gives you your first letter  then write an app that continues to generate the next int (char) until you hit the next letter in your target string and write down how many times you had to invoke the LCG.\n<p>As multi-threading is very easy with Java  here is a variant that searches for a seed using all cores available: <a href= http://ideone.com/ROhmTA  rel= noreferrer >http://ideone.com/ROhmTA</a></p>\n<p>To get different sequences  it s necessary initialize the sequence in some position  called  seed .</p>\n<p>The randomSting get the random number in the i position (seed = -229985452) of the  random  sequence.\n<p>The principal is the Random Class constructed with the same seed will generate the same pattern of numbers every time.</p>'],0.20833333333333334
21,Strings written to file do not preserve line breaks,['Ways to convert an InputStream to a String:</strong></p> <ol> <li><p>Using <code>IOUtils.toString</code> (Apache Utils)</p> <pre><code>\nApache Commons</a> <code><a href= https://commons.apache.org/proper/commons-io/javadocs/api-release/org/apache/commons/io/IOUtils.html  rel= noreferrer >IOUtils</a></code> to copy the <code>InputStream</code> into a <code>StringWriter</code>...\nhttp://download.oracle.com/javase/8/docs/api/java/util/Scanner.html  rel= noreferrer >Scanner</a> iterates over tokens in the stream  and in this case we separate tokens using  beginning of the input boundary  (\\A)  thus giving us only one token for the entire contents of the stream.</p>\nThe trick here is that we work in blocks  and as such don t need other buffering streams.\nThe block size is parameterized for run-time performance optimization.</p>\n<p>Then just add those numbers to the integer representation of the character <code>`</code>\n<p>When <code>java.util.Random</code> is instantiated with a specific seed parameter (in this case <code>-229985452</code> or <code>-147909649</code>)  it follows the random number generation algorithm <em>beginning</em>\n<p>Everyone here did a great job of explaining how the code works and showing how you can construct your own examples  but here s an information theoretical answer showing why we can reasonably expect a solution to exist that the brute force search will eventually find.</p> <p>\nTo allow generating words of different lengths  we further add a terminator symbol <code>‚ä•</code> to yield an extended alphabet <code>Œ£  := Œ£ ‚à™ {‚ä•}</code>.</p> <p>Let <code>Œ±</code> be a symbol and X a uniformly distributed random variable over <code>Œ£ </code>.\nSince the Pseudorandom Number Generator (PRNG) is initialized with a 32-bit seed  we can expect most words of length up to</p> <blockquote> <p>Œª = floor[32/log‚ÇÇ(27)] - 1 = 5</p> </blockquote> <p>to be generated by at least one seed.\nEven if we were to search for a 6-character word  we would still be successful about 41.06% of the time.\n<p>Most random number generators are  in fact   pseudo random. \n<p>LCGs are quite predictable given a fixed seed.\nBasically  use a seed that gives you your first letter  then write an app that continues to generate the next int (char) until you hit the next letter in your target string and write down how many times you had to invoke the LCG.\n<p>As multi-threading is very easy with Java  here is a variant that searches for a seed using all cores available: <a href= http://ideone.com/ROhmTA  rel= noreferrer >http://ideone.com/ROhmTA</a></p>\n<p>To get different sequences  it s necessary initialize the sequence in some position  called  seed .</p>\n<p>The randomSting get the random number in the i position (seed = -229985452) of the  random  sequence.\n<p>The principal is the Random Class constructed with the same seed will generate the same pattern of numbers every time.</p>'],0.20833333333333334
22,Converting an int to a binary string representation in Java?,['Ways to convert an InputStream to a String:</strong></p> <ol> <li><p>Using <code>IOUtils.toString</code> (Apache Utils)</p> <pre><code>\nApache Commons</a> <code><a href= https://commons.apache.org/proper/commons-io/javadocs/api-release/org/apache/commons/io/IOUtils.html  rel= noreferrer >IOUtils</a></code> to copy the <code>InputStream</code> into a <code>StringWriter</code>...\nhttp://download.oracle.com/javase/8/docs/api/java/util/Scanner.html  rel= noreferrer >Scanner</a> iterates over tokens in the stream  and in this case we separate tokens using  beginning of the input boundary  (\\A)  thus giving us only one token for the entire contents of the stream.</p>\nThe trick here is that we work in blocks  and as such don t need other buffering streams.\nThe block size is parameterized for run-time performance optimization.</p>\n<p>Then just add those numbers to the integer representation of the character <code>`</code>\n<p>When <code>java.util.Random</code> is instantiated with a specific seed parameter (in this case <code>-229985452</code> or <code>-147909649</code>)  it follows the random number generation algorithm <em>beginning</em>\n<p>Everyone here did a great job of explaining how the code works and showing how you can construct your own examples  but here s an information theoretical answer showing why we can reasonably expect a solution to exist that the brute force search will eventually find.</p> <p>\nTo allow generating words of different lengths  we further add a terminator symbol <code>‚ä•</code> to yield an extended alphabet <code>Œ£  := Œ£ ‚à™ {‚ä•}</code>.</p> <p>Let <code>Œ±</code> be a symbol and X a uniformly distributed random variable over <code>Œ£ </code>.\nSince the Pseudorandom Number Generator (PRNG) is initialized with a 32-bit seed  we can expect most words of length up to</p> <blockquote> <p>Œª = floor[32/log‚ÇÇ(27)] - 1 = 5</p> </blockquote> <p>to be generated by at least one seed.\nEven if we were to search for a 6-character word  we would still be successful about 41.06% of the time.\n<p>Most random number generators are  in fact   pseudo random. \n<p>LCGs are quite predictable given a fixed seed.\nBasically  use a seed that gives you your first letter  then write an app that continues to generate the next int (char) until you hit the next letter in your target string and write down how many times you had to invoke the LCG.\n<p>As multi-threading is very easy with Java  here is a variant that searches for a seed using all cores available: <a href= http://ideone.com/ROhmTA  rel= noreferrer >http://ideone.com/ROhmTA</a></p>\n<p>To get different sequences  it s necessary initialize the sequence in some position  called  seed .</p>\n<p>The randomSting get the random number in the i position (seed = -229985452) of the  random  sequence.\n<p>The principal is the Random Class constructed with the same seed will generate the same pattern of numbers every time.</p>'],0.20833333333333334
