QuestionId,Title,Body,QuestionURL,UserId,DocRelated
68089330,TimeDistributed(Dense) vs Dense And TimeDistributed(Conv2D),I am trying to understand the how TimeDitributed() Layer works in keras!! I know that when we wrap Conv2D layer in TimeDitributed() it applies same Conv2D layer to all the time events of a video(or to different frames that are present in a video sequence). As mentioned here https://www.tensorflow.org/api_docs/python/tf/keras/layers/TimeDistributed. For the purpose of my project I am trying to build an LSTM model which is of the as follows: Here I am getting 99 parameters in the TimeDistributed() layer. Now when I am not using TimeDistributed() Layer I am getting same number of parameters i.e 99. I have read in the following posts that :- and Now According to me it makes sense that the dense layer when applied on the LSTM return_sequences=True should have the same weights for the all the timestamps. But I have few questions that are mentioned below.,https://stackoverflow.com/questions/68089330,16156882.0,1
45995471,How to get PI in tensorflow?,"I could not find any information about mathemtical constants in the Tensorflow API neither in Basic Math functions nor in Math Ops. I was able to get it by However, this would mean to include another library, - so I wonder if there is this functionallity for mathemtical constants like pi, or euler already provided inside tensorflow?",https://stackoverflow.com/questions/45995471,6786718.0,1
51668059,How to use PriorityQueue in TensorFlow?,"I seem to have an issue with using tf.PriorityQueue in tensorflow. The documentation says that the shapes argument is not required for initialization. I cannot specify the shape of the tensor as it is dynamic and the shape is determined at runtime. From the tensorflow documentation on tf.PriorityQueue: However, the following code produces a TypeError: Any ideas on what I am doing wrong?",https://stackoverflow.com/questions/51668059,8538168.0,1
56453002,Tensorflow handling arrays as feature_columns,I'm trying to build a classifier which takes an array of floats as an input. Despite following steps here and here to include an array as the input feature I keep getting an TypeError whereby the estimator doesn't recognise the shape of the input. How do you include an array as a feature for an estimator? Can you simply pass in the numeric_column with an appropriate shape as expected in the docs? Sample code here: which gives a stack trace of,https://stackoverflow.com/questions/56453002,6801991.0,1
74438455,How do I print elements of _VariantDataset?,"I'm working on formatting data for LSTM model. Here's what I'm doing: this outputs Instead, I would like to see, what data it contains. In documentation, they seem to do something like print(i.flat_map(lambda x:x)). For me, this fails with I have also found and tried following example: That also doesn't work How do I print data inside of _VariantDataset to see if I'm formatting it correctly?",https://stackoverflow.com/questions/74438455,847200.0,1
43779129,Store a tf.Saver.save checkpoint in a variable (or in memory),"I am using Tensorflow and storing the current ""best"" model on the hard drive for persistence, using tf.Saver: My network is rather small and very fast to run, a single epoch on the GPU runs in less than 10 seconds. However, saving the model to the hard drive takes between one to two minutes, taking up a lot time. Is it possible to store the model in memory, to avoid taking up such a big chunk of the overall run time? If I somehow could store the ""best"" model in memory for a while, and dump it once I tell the model to, I could cut down the overall run time by a big factor. I've looked at the tf.Saver documentation and implementation, and I can not see any way to achieve just what I want. Is there some other implementation or tool that can do what I want to?",https://stackoverflow.com/questions/43779129,921563.0,1
56430357,Tensorflow: sess.run([x]) not working but sess.run([y]) works with the same feed_dict,"I am learning Tensorboard, and I am following the code in this tutorial. Below is my code: I run into an error when I use this line: [s, train_accruacy] = sess.run([summ, accuracy], feed_dict={x:batch[0], y:batch[1]}) #error! This is the error message I get: You must feed a value for placeholder tensor 'x' with dtype float and shape [?,784] [[{{node x}} = Placeholder[dtype=DT_FLOAT, shape=[?,784], _device=""/job:localhost/replica:0/task:0/device:CPU:0""]()]] which I understand that the tensor which I fed in is not of the correct shape of (x, 784). However, I don't get why [train_accruacy] = sess.run([accuracy], feed_dict={x:batch[0], y:batch[1]}) # works. After all, I'm feeding in the same thing into the same placeholder variables, which are accepting tensors of the same shape. Unless I am completely mistaken, the first argument of sess.run([argument], feed_dict=...) describes the tensor to return. I don't see how that affects the shape of the data I'm feeding in. Also: this model is supposed to have an error in it. For those interested, the full code is here. Could it also be that the return datatype is different? tf.summary.merge_all() returns a string tensor, but I doubt that's what causing the issue. I can't seem to find any documentation of this problem online. Is this supposed to happen?",https://stackoverflow.com/questions/56430357,9721336.0,1
39112622,How do I set TensorFlow RNN state when state_is_tuple=True?,"I have written an RNN language model using TensorFlow. The model is implemented as an RNN class. The graph structure is built in the constructor, while RNN.train and RNN.test methods run it. I want to be able to reset the RNN state when I move to a new document in the training set, or when I want to run a validation set during training. I do this by managing the state inside the training loop, passing it into the graph via a feed dictionary. In the constructor I define the the RNN like so The training loop looks like this x and y are batches of training data in a document. The idea is that I pass the latest state along after each batch, except when I start a new document, when I zero out the state by running self.reset_state. This all works. Now I want to change my RNN to use the recommended state_is_tuple=True. However, I don't know how to pass the more complicated LSTM state object via a feed dictionary. Also I don't know what arguments to pass to the self.state = tf.placeholder(...) line in my constructor. What is the correct strategy here? There still isn't much example code or documentation for dynamic_rnn available. TensorFlow issues 2695 and 2838 appear relevant. A blog post on WILDML addresses these issues but doesn't directly spell out the answer. See also TensorFlow: Remember LSTM state for next batch (stateful LSTM).",https://stackoverflow.com/questions/39112622,1120370.0,1
38096689,Edit tensorflow inceptionV3 retraining-example.py for multiple classificiations,"TLDR: Cannot figure out how to use retrained inceptionV3 for multiple image predictions. Hello kind people :) I've spent a few days searching many stackoverflow posts and the documentation, but I could not find an answer to this question. Would greatly appreciate any help on this! I have retrained a tensorflow inceptionV3 model on new pictures, and it is able to work on new images by following the instructions at https://www.tensorflow.org/versions/r0.9/how_tos/image_retraining/index.html and using the following commands: However, I need to classify multiple images (like a dataset), and am seriously stuck on how to do so. I've found the following example at https://github.com/eldor4do/Tensorflow-Examples/blob/master/retraining-example.py on how to use the retrained model, but again, it is greatly sparse on details on how to modify it for multiple classifications. From what I've gathered from the MNIST tutorial, I need to input feed_dict in the sess.run() object, but was stuck there as I couldn't understand how to implement it in this context. Any assistance will be extremely appreciated! :) EDIT: Running Styrke's script with some modifications, i got this This is the script: some functions are removed.",https://stackoverflow.com/questions/38096689,5766416.0,1
63583916,tensorflow 2.0: can't get started with Keras and dataset from disk files,"I've got a big data file, where each line consists of 7330 floats and one label. I write everything to a bunch of files train-00000-of-01024 etc using where _float_feature is just a call to tf.train.Feature(float_list=...) and _int64_feature is similar. This creates the files and I can read them in successfully into a dataset. I can then call map(parse_example_proto) on that dataset, where parse_example_proto is defined by So far, so good. If I define data = raw_dataset.map(parse_example_proto), I get an object which is what I expected. But I now can't push the data into Keras. If, for example, I create a simple model starting with inputs=tf.keras.Input(shape=(7330,),dtype='float32',name='floats'), and then compile the model I create, when I try model.fit(data,epochs=10), I get ValueError: Input 0 of layer dense_13 is incompatible with the layer: : expected min_ndim=2, found ndim=1. Full shape received: [None] I have a feeling I'm doing something fairly obviously dumb, but I can't figure out what and the Tensorflow documentation is surprisingly unhelpful at actually getting started if you don't want to use one of the canned datasets. Can someone please help me? Thanks!",https://stackoverflow.com/questions/63583916,7274120.0,1
38810424,How does one debug NaN values in TensorFlow?,"I was running TensorFlow and I happen to have something yielding a NaN. I'd like to know what it is but I do not know how to do this. The main issue is that in a ""normal"" procedural program I would just write a print statement just before the operation is executed. The issue with TensorFlow is that I cannot do that because I first declare (or define) the graph, so adding print statements to the graph definition does not help. Are there any rules, advice, heuristics, anything to track down what might be causing the NaN? In this case I know more precisely what line to look at because I have the following: when this line is present I have it that it returns NaN as declared by my summary writers. Why is this? Is there a way to at least explore what value Z has after its being square rooted? For the specific example I posted, I tried tf.Print(0,Z) but with no success it printed nothing. As in: I actually don't understand what tf.Print is suppose to do. Why does it need two arguments? If I want to print 1 tensor why would I need to pass 2? Seems bizarre to me. I was looking at the function tf.add_check_numerics_ops() but it doesn't say how to use it (plus the docs seem to not be super helpful). Does anyone know how to use this? Since I've had comments addressing the data might be bad, I am using standard MNIST. However, I am computing a quantity that is positive (pair-wise eucledian distance) and then square rooting it. Thus, I wouldn't see how the data specifically would be an issue.",https://stackoverflow.com/questions/38810424,1601580.0,1
66039309,How to use Early Stopping with KerasRegressor in gridsearch (withing sklearn pipeline)?,I used KerasRegressor within a sklearn pipeline and used GridSearchCV for hyperparam tuning. Now I want to add early stopping however I couldn't find a way. I read few older posts and no success. My code is the following which works without error but it seems early stopping doesn't work: The verbose looks like this: Does anybody know how to fix this?,https://stackoverflow.com/questions/66039309,5937757.0,1
71209058,Keras - Adding loss to intermediate layer while ignoring the last layer,I've created the following Keras custom model: The task is multi-class classification. Model consists of a dense layer with softmax activation and a lambda layer as a post-processing unit that converts the dense output vector to a single value (predicted class). The train targets are a one-hot encoded matrix like so: It would be nice if I could define a categorical_crossentropy loss over the dense layer and ignore the lambda layer while still maintaining the functionality and outputting a single value when I call model.predict(x). Please note My workspace environment doesn't allow me to use a custom training loop as suggested by @alonetogether excellent answer.,https://stackoverflow.com/questions/71209058,1115237.0,1
58100071,What is the correct way to implement a 'useless loss' with Keras?,"I have a Keras model that has two outputs: When I build the model, I write something like that: Since my Model has two outputs, I need to provide two losses when compiling the model so I created a useless loss like this: Which I integrate in the compile step like this: It works, but I feel it is a bit hackish, is there a correct way to implement this behavior? I didn't find any official useless loss in the Keras documentation.",https://stackoverflow.com/questions/58100071,2206908.0,1
44268206,How to get the list of uninitialized variables from tf.report_uninitialized_variables,"The documentation says it's a 1 d tensor, however, I have failed to figure out how to access the list. I would prefer the actual variables rather than names as I would like to initialize them via tf.variables_initializer()",https://stackoverflow.com/questions/44268206,4261647.0,1
59478115,Custom CTC loss function in Keras/Tensorflow,"I feel like I'm fundamentally misunderstanding something. I went through the Keras documentation to no avail. I'm trying to implement the ctc_batch_cost loss for my neural network. My neural network ends with an LSTM layer which returns sequences into a dense layer with 4+1 symbols softmax output. The output shape has 20 time steps and looks as follows: My labels are simply the string that should be output, of variable lengths. Here is my attempt at the CTC function: Now, of course, Tensorflow currently errors with the following: which is understandable since at compile time variables such as samples will be None. But I am at a loss about how to use this. Any hints are appreciated. I want to understand what's happening, not just get an easy fix. I tried testing for None and returning a placeholder but that didn't work either and felt like a hack to begin with. Thank you",https://stackoverflow.com/questions/59478115,5963142.0,1
48077625,Why match_filenames_once function returns a local variable,"I was trying to understand the mechanism of tensorflow for reading images using queues. I was using the code found here, whom basic parts are: which in reality does nothing special. I was getting an error: which lead to search for missing images, wrong folder, wrong glob pattern etc until I discovered that tensorflow basically meant this: ""You need to initialize local variables also""! Besides the fact that the code seemed to work in the original gist with just this substitution: instead of in my code it does not work. It produces the same error. I guess it has changed the implementation of initialize_all_variables() with tensorflow development (I am using 1.3.0), since in here it mentions that it initialize local variables also. So, the final conclusion I came with was that I should initialize local variables also. And my code worked. The error message is awfully misleading (which did not help at all) but anyway to the main part I am a bit confused why am I getting a local variable by match_filenames_once. In documentation there is no reference about this (I am not sure it should though). Am I always going to get local from this match_filenames_once? Can I control it somehow?",https://stackoverflow.com/questions/48077625,3584765.0,1
48206320,TensorFlow - `keys` or `default_value` doesn't match the table data types,"(Complete novice at python, machine learning, and TensorFlow) I am attempting to adapt the TensorFlow Linear Model Tutorial from their offical documentation to the Abalone dataset featured on the ICU machine learning repository. The intent is to guess the rings(age) of an abalone from the other given data. When running the below program I get the following: The error is being thrown in lookup_ops.py at line 220 and is documented as being thrown when: From debugging parse_csv() it seems to be the case that all the tensors are created with the correct type. Could you please explain what is going wrong? I believe I am following the tutorial code logic and cannot figure this out. Source Code: Here is the classification of the columns of the dataset from abalone.names: Dataset entries appear in this order as common separated values with a new line for a new entry.",https://stackoverflow.com/questions/48206320,7454312.0,1
65254938,Simple GAN predicts NaN in Tensorflow after 2 steps,"I'm implementing a basic GAN based on the one in the Tensorflow documentation. After 2 training steps, the prediction from the generator is all NaN. I don't know why it happens, but I noticed that the gradients of the 2nd convolution layer of the discriminator are all NaN since the first step: My loss functions: The training loop: I build the models exactly the same way as in the documentation. Things I tried: No matter what I do, calling the generator with any input will produce exclusively NaN elements. Example output:",https://stackoverflow.com/questions/65254938,6104191.0,1
51586121,"Although pc recognizes gpu, it uses a CPU in tensorflow-gpu","I am using tensorflow-gpu. I want to use GTX1070, but tensorflow-gpu uses my CPU. I don't know what to do. I use CUDA 9.0 and CUDNN 7.1.4. My tensorflow-gpu version is 1.9. After running this command on the official website",https://stackoverflow.com/questions/51586121,10153046.0,1
54098247,Trouble evaluating test data with Tensorflow's Object Detection API,"I'm working on an object detector using Tensorflow's Object Detection API using custom training data. My understanding so far has been that I can feed my training data into the model and then use a trained model[0] to evaluate test data, and that following that evaluation, I'd be able to see a set of images like the following to figure out what the trained model was able to detect in each image in my test data. Operating with this assumption, I've been able to create a training dataset in .tfrecord format, and I've been able to feed this into my model trainer using the following command: This gave me output that looks like this (repeated lots of times—this is just a representative sample): After this training session, I found a set of files in the object_detection/modeldir directory: What should I do with the contents of this directory to test my testing data? I assume I have to have a .tfrecord file for all the testing data (similar to the file I made before for training data). Based on the model's documentation, I've been trying to run the following command: but when I do this, I run into the following error (running with both Python 2 and Python 3): Does anyone know: Thanks. [0]: Is this the correct vocabulary, using model like this in two different ways?",https://stackoverflow.com/questions/54098247,3841018.0,1
55246768,Python: Multiply two or more numeric_column in tensorflow,"I am new to tensorflow and could not find any documentation on how to define operations on numeric_columns. I have 3 columns in my data (say) col1, col2, col3. All have numeric values. I want to multiply these and create a new column (say) 'product`. I tried the following. When I run the snippet (via a unittest), I get How else can I get it done?",https://stackoverflow.com/questions/55246768,1306819.0,1
58228821,Tensorflow gradientTape explanation,I am trying to understand an API from tensorflow tf.gradientTape Below is the code I get from the official website: I wanted to know how did they get dz_dx as 108 and dy_dx as 6? I also did another test like below: this time the dz_dx becomes 1458 and I do not know why at all. Could any expert show me how the calculation being done?,https://stackoverflow.com/questions/58228821,11634815.0,1
47871331,"Tensorflow with softmax, to implement word2vec: Value Error: No gradients provided for andy variable","I try to implement the Word2Vec Algorithm for learning in Tensorflow, but got stuck and have no idea how to solve that. The error I get is: I have created a simpler example of my code to show the error: My research makes me think that the placeholders in the softmax are the problem here, but I don't really understand why and I'm not really sure about this. What is it really I'm doing wrong? And how can I solve that? :-) Solutions, Ideas?",https://stackoverflow.com/questions/47871331,3803077.0,1
58527048,Accessing intermediate layers from a loaded saved_model in Tensorflow 2.0,"When using SavedModels in Tensorflow 2.0, is it possible to access activations from intermediate layers? For example, with one of the models here: https://github.com/tensorflow/models/blob/master/research/object_detection/g3doc/detection_model_zoo.md, I can run, for example, to get output predictions and bounding boxes. I would like to be able to access layers other than the outputs, but there doesn't seem to be any documentation for Tensorflow 2.0 on how to do this. The downloaded models also include checkpoint files, but there doesn't seem to be very good documentation for how to load those with Tensorflow 2.0 either...",https://stackoverflow.com/questions/58527048,11357382.0,1
43284897,How can I multiply a vector and a matrix in tensorflow without reshaping?,This: results in: (not sure why the same exception is raised inside its handling) The solution suggested in Tensorflow exception with matmul is reshaping the vector to a matrix but this leads to needlessly complicated code - is there still no other way to multiply a vector with a matrix? Incidentally using expand_dims (as suggested in the link above) with default arguments raises a ValueError - that's not mentioned in the docs and defeats the purpose of having a default argument.,https://stackoverflow.com/questions/43284897,281545.0,1
42608175,What does tf.gather_nd intuitively do?,"Can you intuitively explain or give more examples about tf.gather_nd for indexing and slicing into high-dimensional tensors in Tensorflow? I read the API, but it is kept quite concise that I find myself hard to follow the function's concept.",https://stackoverflow.com/questions/42608175,5098762.0,1
58873635,What is tensorflow.matmul?,"From the output of print, it is function. But according to the official document: it is a constructor. So I think it is a class name. But, printing the return value of tf.matmul shows it is a tensor, not an ""Object of type Operation"". Is the class Tensor inherited from the class Operation? I tried to find the definition of tf.matmul in tensorflow source code but could not get it.",https://stackoverflow.com/questions/58873635,10142726.0,1
68123049,Tensorflow Autoencoder ValueError: No gradients provided for any variable,I'm trying to create a autoencoder using tensorflow that analyses a dataset of cars for a university project. However the code outputs a error when starting to train that I can't seem to find the solution for. First I tried reading the tensorflow documentation for the fit function but there was no reference to this error. Next I tried to search for similar errors on StackOverflow but I couldn't find anything that was related. The portion of the output with the error: Can anyone help me debug this? Thanks in advance,https://stackoverflow.com/questions/68123049,10754901.0,1
47231048,Converting from feed_dict to queues results in increasing loss,"I have a working tensorflow model that I am trying to convert to using queues. It may not be the best function but it works. The data comes in as a list(dict()) called 'rows' from a processing pipeline outside of TF in the form format [{'y1': 1, 'y2': 0, 'y3':1, 'y4':0, 'x1':...'x1182': 0}] (SPECIAL_FIELD_CHAR is 'y', meaning it's calculated from the 'xN' data). The features_outputs() just returns the xs and the ys as ['y1', 'y2', 'y3', 'y4'] and ['x1', ..., 'x1182']. The idea is that the xs determine the ys. There are 4 independent ys that are calculated per row of xs. This produces a model that converges. However with the queue based version it does not, and error increases rapidly: They are meant to be the same, but I've had to change a few things: 1. Add a tf.transpose() to the x_in for the matmul() 2. Queue the entire row of xs and ys, then pull apart using tf.gather(). I've searched a lot for examples that match mine, and I can find no documentation on how to restart a queue and continue the training from the beginning. It'll seemly train forever(not sure why, who is replenishing the queue?) It'll also never stop. But most of all I have no idea why given the exact same data, the first converges and the second does not?",https://stackoverflow.com/questions/47231048,3618212.0,1
59811773,How to use keras attention layer on top of LSTM/GRU?,"I'd like to implement an encoder-decoder architecture based on a LSTM or GRU with an attention layer. I saw that Keras has a layer for that tensorflow.keras.layers.Attention and I'd like to use it (all other questions and resources seem to implement it themselves or use third party libraries). Also I'm not using the network for sequence to sequence translation but for binary classification, therefore the example provided in the documentation is a bit confusing to me. I'm imagining a model like this. The decoder and attention part are of this network are unclear to me. I know that I need to create a context vector from the hidden states of the encoder and the decoders current hidden state. How would I implement the decoder and attention part of this network?",https://stackoverflow.com/questions/59811773,3666302.0,1
43457543,Building dynamic_rnn from scratch in tensorflow,"I am coding rnn similar to dynamic_rnn provided by tensorflow. I tried to see the code on GitHub but cannot understand how they have implemented it. I want to build it from scratch so that I can customize rnn from within. How to do that? Currently, my approach is thinking of a truncated time series as a tensor use tf.scan() and find the new hidden state for all time series. Then use tf.map_fn to find the output for the new stacked hidden variables. Finally, use tf.while_loop() to find the error for each tensor on the first dimension of stacked output and do back propagation with that loss. My concern will the graph be dynamic after doing this. I mean let say first I unrolled for 5 times and then 4 times will the graph erase that one node rolled before? Will this work? Please guide. Thank you,",https://stackoverflow.com/questions/43457543,7492728.0,1
57312524,Serving Tensorflow model for production,"I am using a tensorflow estimator model for multi-label text classification. After having the prediction, I need to serve the model for prediction, but I am not getting the correct path. I tried tensorflow serving but it didn't work.",https://stackoverflow.com/questions/57312524,11050535.0,1
57193336,"What is the return of ""tf.train.slice_input_producer()""?","I was interested in srgan, and I wanted to run the code with npy type input rather than png type input. However, since there is no function that accepts the npy format(such as ""decode_png()""), I was trying to fix the data_loader part. And I had difficulty in ""tf.train.slice_input_producer()"". In tensorflow, the return of ""tf.train.slice_input_producer()"" is described as ""A list of tensors, one for each element of tensor_list. If the tensor in tensor_list has shape [N, a, b, .., z], then the corresponding output tensor will have shape [a, b, ..., z]."" But, I do not fully understand this explanation. For example, if I have a list of 230 image tensors with a height of 100 and a width of 100([230,]), would I return one by one([1,])? Then, ""read_file()"" returns its entire contents for one image([100,100])?",https://stackoverflow.com/questions/57193336,11833477.0,1
64404009,"Keras ValueError: Dimensions must be equal, but are 9 and 400 for '{{node Equal}}' with input shapes: [?,9], [?,300,400]","I'm trying to train a very simple Keras network to classify some one-hot encoded images saved as np.array. The input data structure is made of a .npy file, with 500 images (3 arrays each one, as it's RGB) and a one-hot encoded array with each image to determine it's classification. Each image is 400x300 pixels (Width x Height), and the target output should be of 9 classes. Hence, each image has a shape of (300, 400, 3) and each one-hot encoded label list has a length of 9. This is the code that I am currently using: However, when I try to run model.fit(), I always face the same error: I have been reading Keras documentation and lots of SO questions, but I can't figure out what's wrong with the code. I think that the problem might be located in the definiton of the input layer, but I have tried other configurations and returns errors as well. Thanks in advance!!",https://stackoverflow.com/questions/64404009,13695889.0,1
53611227,Changing the shape of a new assigned variable in Tensorflow,"if you change a tf.Variable using tf.assign with validate_shape=False the shape is not updated. But if I use set_shape to set the new (correct) shape I get a ValueError. Here a quick example: How do I change the shape of the Variable? Note: I am aware that the code works if I use a = tf.Variable([3,3,3], validate_shape=False) but in my context I will not be able to initialize the variable myself.",https://stackoverflow.com/questions/53611227,10743551.0,1
63253714,"What numbers go into DCGAN Generator models, in order to produce larger images","I really have tried to do my due diligence here but I can't find a lot of documentation on why certain numbers are chosen. I'm also fairly hazy on how convolutions work in generators (have a better understanding in terms of classifiers) so that's not helping my case. I think my question should be pretty simple to address for some more experiences folks out there though. Take Google's tutorial for example, the Generator class: Where is 7x7x256 coming from? I understand that 7x7 is a multiple of the eventual 28x28 size, so that makes sense somewhat, but what is the 256 all about? And then in the following layers, I notice a pattern but I'm not sure how to re-write it so it works for a wholly different image size. Any help or direction is appreciated.Thanks! EDIT: Thanks to the helpful input I changed my gen to: and discriminator:",https://stackoverflow.com/questions/63253714,1135125.0,1
66654938,Tensorflow pruned model is the same size as original baseline model,"I have a baseline TF functional model that I want to prune. I have tried following the code in the documentation, but the size the compressed pruned model is the same size as the compressed baseline model. (https://www.tensorflow.org/model_optimization/guide/pruning/comprehensive_guide#export_model_with_size_compression) I don't believe there is anything wrong with my code, so why does this occur? Output: EDIT: I also tried this with the same model as in the documentation, and the pruned model is still the same size as the baseline: Output:",https://stackoverflow.com/questions/66654938,14565727.0,1
44839045,per_process_gpu_memory_fraction does not work as expected in tensorflow r1.0,"I want to limit the memory usage per gpu. As suggested in this answer, I do as following: But it still does not work (the GPU-Util of one of the GPUs has achieved to 100%). Could you please tell me how to fix this issue? Thanks in advance!",https://stackoverflow.com/questions/44839045,5779223.0,1
55421290,TensorFlow 2.0 Keras: How to write image summaries for TensorBoard,"I'm trying to setup an image recognition CNN with TensorFlow 2.0. To be able to analyze my image augmentation I'd like to see the images I feed into the network in tensorboard. Unfortunately, I cannot figure out, how to do this with TensorFlow 2.0 and Keras. I also didn't really find documentation on this. For simplicity, I'm showing the code of an MNIST example. How would I add the image summary here?",https://stackoverflow.com/questions/55421290,820833.0,1
