QuestionId,Title,Body,QuestionUrl,UserId,Issue Type
60237912,"Is a ""normal"" python object automatically a tensor? e.g. ""a"" or 1","I'm struggling to understand why this function works: img_path_list and label_list are lists of type string. The thing that I don't get is that apparently dataset = tf.data.Dataset.from_tensor_slices((img_path_list, label_list)) is a Tensor containing tuples (). So when I run the .map(map_func=get_pair, num_parallel_calls=None) two strings are passed, as a tuple, in the get_pair(path_to_img, label_string): function. One these strings is then passed in the get_img(path_to_img) function and finally to tf.io.read_file(path_to_img). The problem is that io.read_file() needs an input: ""Tensor of type string"" (see docs : https://www.tensorflow.org/api_docs/python/tf/io/read_file). But string != to Tensor of type string: isinstance(""hello"", tf.Tensor) == False as well as: isinstance([""hello""], tf.Tensor) == False Thanks for your help!",https://stackoverflow.com/questions/60237912,9621080,Documentation Ambiguity
41467115,"Using word2vec pretrained vectors, how to generate ids of a sentence as input to tf.nn.embedding_lookup function in tensorflow?","To extract the embedding representations of input data, the tensorflow documentation says we can use the following: Accdg to the TF documentation, the 2nd parameter of the function tf.nn.embedding_lookup is a tensor of ids: My question is: Given a sentence, say, how can I represent and transform it into ids? In the code below, how can I transform my sentence into input_data.",https://stackoverflow.com/questions/41467115,3009947,Documentation Replication on Other Examples
60525257,How to apply Non max suppression on batch of images in tensorflow 1.14?,"I have batch of cropped images from original image on which I have to perform object detection, I am trying to apply tensorflow NMS operation. I looked into tensorflow api docs, and found tf.image.combined_non_max_suppression(), but I am unable to understand it properly. The flow in my pipeline is of two step. For the first step, I use simple tf.image.non_max_suppression() followed by tf.gather(), but I am not able to understand, how to do it for second step. Please refer to code snippets below: But I got following error, when tried running above: How to solve it and apply NMS for batch of images in tensorflow ?",https://stackoverflow.com/questions/60525257,7112271,Documentation Replicability
41602374,tf.zeros doesn't return a 1D tensor?,"I'm trying to duplicate a tensor across a new axis, like this: However I'm getting this error: In the documentation it says the way I wrote tf.constant is supposed to have it return a 1D tensor but when I checked its shape with get_shape(), it has (5,) as its shape. I tried reshaping it but nothing changed. Why am I getting this error? Thanks.",https://stackoverflow.com/questions/41602374,3873000,Documentation Replicability
60761888,Chaining custom Keras layers in functional style,"I want to build a model using tf.keras' functional API. My model is quite large, hence I would like to create custom layers by inheriting from tf.keras.layers.Layer. Below is my attempt, inspired by TensorFlow's documentation. This code crashes with the following error. What's wrong with my approach?",https://stackoverflow.com/questions/60761888,5248987,Documentation Replication on Other Examples
60782077,How do you use tensorflow ctc_batch_cost function with keras?,"I have been trying to implement a CTC loss function in keras for several days now. Unfortunately, I have yet to find a simple way to do this that fits well with keras. I found tensorflow's tf.keras.backend.ctc_batch_cost function but there is not much documentation on it. I am confused about a few things. First, what are the input_length and label_length parameters? I am trying to make a handwriting recognition model and my images are 32x128, my RNN has 32 time steps, and my character list has a length of 80. I have tried to use 32 for both parameters and this gives me the error below. Shouldn't the function already know the input_length and label_length from the shape of the first two parameters (y_true and y_pred)? Secondly, do I need to encode my training data? Is this all done automatically? I know tensorflow also has a function called tf.keras.backend.ctc_decode. Is this only used when making predictions? Error: tensorflow.python.framework.errors_impl.InvalidArgumentError: squeeze_dims[0] not in [0,0). for 'loss/softmax_loss/Squeeze' (op: 'Squeeze') with input shapes: [] Model: Here is the tensorflow documentation I was referencing: https://www.tensorflow.org/api_docs/python/tf/keras/backend/ctc_batch_cost",https://stackoverflow.com/questions/60782077,11900339,Documentation Ambiguity
38601452,What is tf.nn.max_pool's ksize parameter used for?,"In the definition of tf.nn.max_pool, what is ksize used for? For instance, if an input value is of tensor : [1, 64, 64, 3] and ksize=3.what does that mean?",https://stackoverflow.com/questions/38601452,288609,Documentation Ambiguity
57609316,Does TFLiteConverter automatically quantize the Keras model?,I converted the trained Keras model using tf.lite.TFLiteConverter into tflite_model. Is the converted tflite_model quantized one? Here is the snippet to make the conversion.,https://stackoverflow.com/questions/57609316,7830286,Documentation Replication on Other Examples
38646996,tf.nn.dynamic_rnn() returning error when used in Google Cloud Datalab,"I'm trying to run an RNN on Google Cloud Datalab. The same network runs correctly on my computer, but when I run it on Datalab, I get the following error: TypeError: dynamic_rnn() takes at least 3 arguments (3 given) The use of dynamic_rnn() is as follows: rnn_outputs, state = tf.nn.dynamic_rnn(cells, inputs, initial_state = initial_state_placeholder) Is this a tensorflow version problem. On my computer I'm using tensorflow-0.9.0, from the latest GPU pip install for Ubuntu. Is Cloud Datalab perhaps using a different version, in which the use of dynamic_rnn() has changed slightly? UPDATE: Have checked version of tensorflow imported into Datalab - it's 0.7.1. I assume there's no way of importing a newer version if this is what's causing the problem? I'm following the directions for use here: https://github.com/tensorflow/tensorflow/blob/master/tensorflow/g3doc/api_docs/python/functions_and_classes/shard8/tf.nn.dynamic_rnn.md Many thanks.",https://stackoverflow.com/questions/38646996,6483227,Documentation Replication on Other Examples
57651287,How to swap tensor axes efficiently in tensorflow?,"I have to swap tensor's axes using tf.transpose to do the batch matrix multiplication (as the code shown below). tensor input_a: shape [10000, 10000] tensor input_b: shape [batch_size, 10000, 10] tensor output: shape [batch_size, 10000, 10] However, it seems very slow. I noticed this in the document page of tf.transpose: So, I think it might be the reason why my code run slowly? Is there any way to swap tensor's axes, or do the batch matrix multiplication efficiently?",https://stackoverflow.com/questions/57651287,9427280,Inadequate Examples
57878623,Error with tf.nn.sparse_softmax_cross_entropy_with_logits,"I am using tf.nn.sparse_softmax_cross_entropy_with_logits and when I pass through the labels and logits I get the following error I don't understnad how having a shape [50,1] is not the same as being 1D",https://stackoverflow.com/questions/57878623,9706484,Documentation Replication on Other Examples
57881799,How to define custom gradient for keras layer with tensorflow 1.14,I am trying to implement gradient reversal layer in tf.keras (tf ver 1.14). I defined a custom gradient using tf.custom_gradient but the grad function is never called and the result is wrong. I am using the following to test the layer,https://stackoverflow.com/questions/57881799,5026962,Documentation Replicability
38962308,Unclear behavior for sampler in Tensorflow,"For the samplers implemented in tensorflow, e.g. tf.nn.fixed_unigram_candidate_sampler. The behavior is not well-defined in the document. For instance, I would expect the labels specified in true_classes will be excluded from the sampling pool, and the sampling will be conducted for each batch. But according to my experiments, neither of above is true. Consider the following code: The output can be 3, which actually belongs to the set of true classes. - Also, the output has the dimension [1], which basically means that the sampling is only conducted once, not for each batch. Can someone help to clarify this?",https://stackoverflow.com/questions/38962308,4097290,Documentation Ambiguity
66146394,How do I retrieve the one-hot-encoded feature names in tensorflow.keras preprocessing layers,"What is the tf.keras equivalent of encoder.get_feature_names found in sklearn? As shown shown in this SO question Need this to get all the one-hot encoded feature names created ""from tensorflow.keras.layers.experimental import preprocessing"". I will appreciate any post with example.",https://stackoverflow.com/questions/66146394,8855052,Inadequate Examples
47319390,Why does this TensorFlow code behave differently when inside a test case?,"I have a function (foo below) which is behaving differently when it's run directly vs when it is run inside a tf.test.TestCase. The code is supposed to create a dataset with elems [1..5] and shuffle it. Then it repeats 3 times: create an iterator from the data and use that to print the 5 elements. When run on its own it gives output where all the lists are shuffled e.g.: but when run inside a test case they are always the same, even between runs: I imagine it's something to do with how test cases handle random seeds but I can't see anything about that in the TensorFlow docs. Thanks for any help! I am running it with Python 3.6 and TensorFlow 1.4. No other modules should be needed.",https://stackoverflow.com/questions/47319390,1015528,Documentation Replication on Other Examples
47327256,Understanding Tensor Inputs & Transformations for use in an LSTM (dynamic RNN),"I am building an LSTM style neural network in Tensorflow and am having some difficulty understanding exactly what input is needed and the subsequent transformations made by tf.nn.dynamic_rnn before it is passed to the sparse_softmax_cross_entropy_with_logits layer. https://www.tensorflow.org/api_docs/python/tf/nn/dynamic_rnn The input function is sending a feature tensor in the form [batch_size, max_time] However the manual states that input tensors must be in the form [batch_size, max_time, ...] I have therefore expanded the input with a 1d tensor to take the form [batch_size, max_time, 1] At this point the input does not break upon running, but I don't understand exactly what we have done here and suspect it may be causing the problems when calculating loss (see below). This expanded tensor is then the 'features' tensor used in the code below This throws a value error at loss dimensions must be equal, but are [max_time, num_classes] and [batch_size] from https://www.tensorflow.org/versions/r0.12/api_docs/python/nn/classification - A common use case is to have logits of shape [batch_size, num_classes] and labels of shape [batch_size]. But higher dimensions are supported. At some point in the process max_time and batch_size have been mixed up and I'm uncertain if its at input or during the LSTM. I'm grateful for any advice!",https://stackoverflow.com/questions/47327256,7822780,Lack of Alternative Solutions/Documentation
66514664,Convert tf.Tensor to numpy array and than save it as image in without eager_execution,"My OC is big sur for apple M1, therefore my tensorflow version is 2.4 which has been installed from official apple github repo(https://github.com/apple/tensorflow_macos). When i use code bellow, i get tensor(&lt;tf.Tensor 'StatefulPartitionedCall:0' shape=(1, 2880, 4320, 3) dtype=float32&gt;) How to get image from sr Tensor?",https://stackoverflow.com/questions/66514664,14426701,Documentation Replication on Other Examples
47657835,"In Tensorflow, is there a direct way to construct an array tensor from a scalar tensor?","For example, something similar to: Is there a direct to construct the array tensor y given scalar tensor x in Tensorflow? Without using tf.expand_dims and tf.pad. Thank you very much.",https://stackoverflow.com/questions/47657835,7586189,Requesting (Additional) Documentation/Examples
47658691,Replace tf.squeeze using as tf.reshape,"I need to train a mobile net using tensorflow. The tf.squeeze layer is not supported. Can I replace it with the tf.reshape? Is the operation: the same as: where net has the shape [50,1,1,1000].",https://stackoverflow.com/questions/47658691,4888520,Documentation Replication on Other Examples
47665314,how can we get benefit from sharding the data to speed the training time?,"My main issue is : I have 204 GB training tfrecords for 2 million images, and 28GB for validation tf.records files, of 302900 images. it takes 8 hour to train one epoch and this will take 33 day for training. I want to speed that by using multiple threads and shards but I am little bit confused about couple of things. In tf.data.Dataset API there is shard function , So in the documentation they mentioned the following about shard function : So my question regarding the code above is when I try to makes d.shards of my data using shard function, if I set the number of shards (num_workers)to 10 , I will have 10 splits of my data , then should I set the num_reader in d.interleave function to 10 to guarantee that each reader take one split from the 10 split? and how I can control which split the function interleave will take? because if I set the shard_index (worker_index) in shard function to 1 it will give me the first split. Can anyone give me an idea how can I perform this distributed training using the above functions? then what about the num_parallel_call . should I set it to 10 as well? knowing that I have single tf.records file for training and another one for validation , I don't split the tf.records files into multiple files.",https://stackoverflow.com/questions/47665314,8262057,Documentation Replication on Other Examples
57570041,"Tensorflow 2.0 ""future proof"" way of using tf.feature_columns in tf.keras subclass api?","I see there are some ways of using features columns wrapped in a tf.keras.layers.DenseFeatures layer: https://www.tensorflow.org/beta/tutorials/keras/feature_columns#create_a_feature_layer This suggests passing datasets into @tf.function wrapped ""def call"" methods? I don't see any mention (yet) of the interaction between tf.data.DataSet and tf.function. Are tf.data.DataSet considered tensors yet for the purpose of tf.function graph cache or will they be?",https://stackoverflow.com/questions/57570041,287238,Documentation Ambiguity
57809049,"tf.while_loop -> Number of inputs and outputs of body must match loop_vars: 1, 2",I need to use a tf.while_loop but I got the following message :,https://stackoverflow.com/questions/57809049,11427310,Documentation Replicability
57823210,How to combine tf.data.Dataset and tf.estimator.DNNRegressor properly,"I am currently learning to use tensorflow and have troubles getting started. I would like to use the newest API, namely estimator and dataset. But if I run the code presented below I get an Error. On the tensorflow page https://www.tensorflow.org/api_docs/python/tf/estimator/DNNRegressor I found, that ""The function should construct and return one of the following: * A tf.data.Dataset object: Outputs of Dataset object must be a tuple (features, labels) with same constraints as below."" I thought my code would provide that, but there seems to be a problem and I am out of ideas. I expect to run a training session on a deep neural network with 3 hidden layers a' 100 neurons in order to approximate the 'constant 1' function; instead I get the Error ""ValueError: features should be a dictionary of 'Tensor's. Given type: class, 'tensorflow.python.framework.ops.Tensor'",https://stackoverflow.com/questions/57823210,12030773,Documentation Replication on Other Examples
57835609,pycharm says taht it cant find tensorflow.keras but it works,"it always says tat it tf.keras is an ""Unresolved References"" but it works. why and how can i get to reconize it? I tryed using and but then it just wont work at all",https://stackoverflow.com/questions/57835609,9560068,Documentation Replication on Other Examples
39008821,Tensorflow: When use tf.expand_dims?,"Tensorflow tutorials include the use of tf.expand_dims to add a ""batch dimension"" to a tensor. I have read the docs for this function but it still is rather mysterious to me. Does anyone know exactly under what circumstances this must be used? My code is below. My intent is to calculate a loss based on the distance between the predicted and actual bins. (E.g. if predictedBin = 10 and truthBin = 7 then binDistanceLoss = 3). In this case, do I need to apply tf.expand_dims to predictedBin and binDistanceLoss? Thanks in advance.",https://stackoverflow.com/questions/39008821,3444294,Documentation Replication on Other Examples
39133312,Why does setting an initialization value prevent placing a variable on a GPU in TensorFlow?,"I get an exception when I try to run the following very simple TensorFlow code, although I virtually copied it from the documentation: The exception is: If I change the variable's initial value to tf.zeros([1]) instead, everything works fine: Any idea what's going on?",https://stackoverflow.com/questions/39133312,38626,Documentation Replicability
58113387,What can be used to replace tf.train.GradientDescentOptimizer in TensorFlow 2,I'm trying to convert my TensorFlow 1.4 code to TensorFlow 2 but in there's no more tf.train.GradientDescentOptimizer in TF 2. What should be the replacement for tf.train.GradientDescentOptimizer? I found the same thing in tf.compat.v1.train. but I shouldn't use it as those stuff in tf.compat will be removed sooner or later.,https://stackoverflow.com/questions/58113387,5581893,Documentation Completeness
58176215,Tensorflow difference between tf.stop_gradient and feed variables to optimizer?,"I'm trying to train a model in self-supervised learning. The flow chart is something like the following: Let's assume that N1 is already trained and we want to train just N2. This is my current implementation: In this way, I should be optimizing only N2. What makes me confused is the fact that if I were to use the following code I would obtain very different results (much better than the above): I wonder what is the problem with the first implementation. What is exactly the behaviour of tf.stop_gradient (the documentation is a bit poor)? How does this differ from the second approach? From a practical perspective in semi-supervised learning: what is the difference between the two? Which one is the correct approach? Thank you :) I added a possible solution to the problem in the comments below. I would still be happy to receive any feedback from more experienced users and to share some opinions on the best approach to structure a self-supervised learning problem in tensorflow. Bye, G.",https://stackoverflow.com/questions/58176215,9710391,Documentation Replication on Other Examples
39493229,How to use tf.nn.max_pool_with_argmax correctly,"currently I play a little bit around with tensorflow to create a better understanding of machine learning an tensorflow itself. Therefore I want to visualize the methods (as much as possible) of tensorflow. To visualize max_pool I loaded an image and perform the method. After that I displayed both: input and output image. Everything works fine and I get this output (as expected) Now I wanted to test the method tf.nn.max_pool_with_argmax to get the argmax of the pooling operations. But if I uncomment the line output, argmax = tf.nn.max_pool_with_argmax(image_tensor, ksize=[1, 2, 2, 1], strides=[1, 2, 2, 1], padding='SAME', name='pool1') Python crashes with I don't have an idea which argument is wrong because every argument should be correct (tensorflow docs) ... Does anyone know what went wrong?",https://stackoverflow.com/questions/39493229,3524844,Documentation Replicability
34870614,What does tf.nn.embedding_lookup function do?,"I cannot understand the duty of this function. Is it like a lookup table? Which means to return the parameters corresponding to each id (in ids)? For instance, in the skip-gram model if we use tf.nn.embedding_lookup(embeddings, train_inputs), then for each train_input it finds the correspond embedding?",https://stackoverflow.com/questions/34870614,5808490,Documentation Ambiguity
34931121,Can cond support TF ops with side effects?,"The (source code) documentation for tf.cond is unclear on whether the functions to be performed when the predicate is evaluated can have side effects or not. I've done some tests but I'm getting conflicting results. For example the code below does not work: I.e. no matter what value the predicate evaluates to, both functions are getting run, and so the net result is a subtraction of 1. On the other hand, this code snippet does work, where the only difference is that I add new ops to the graph every time my_op is called: Not sure why creating new ops every time works while the other case doesn't, but I'd obviously rather not be adding nodes as the graph will eventually become too big.",https://stackoverflow.com/questions/34931121,2615676,Documentation Replicability
69526735,Using tf.train.Feature and tf.train.Example with ragged tensors,How can we use tf.train.Feature and tf.train.Example to save Ragged Tensors to TFRecords? I have this piece of code: How can I write it to TFRecords along with other regular tensors? Normally I do something like: Thanks,https://stackoverflow.com/questions/69526735,11970084,Documentation Replication on Other Examples
50945733,why this Tensorflow code raises tf.errors.OutOfRangeError?,This Tensorflow code below raises a tf.errors.OutofRangeError: Why is tf.errors.OutofRangeError printed when all the samples are read? It seems unreasonable.,https://stackoverflow.com/questions/50945733,5030342,Documentation Replicability
50967885,"tf.gradients, how can I understand `grad_ys` and use it?","In tf.gradients, there is a keyword argument grad_ys Why is grads_ys needed here? The docs here is implicit. Could you please give some specific purpose and code? And my example code for tf.gradients is",https://stackoverflow.com/questions/50967885,5046896,Documentation Replicability
51507788,What are inputs and outputs in tf.saved_model.simple_save?,"In tf.saved_model.simple_save, there are 4 params: I've been reading how to simple_save but I haven't been able to figure out what to put in these two parameters (inputs and outputs). I know the model must have input values so that it can be either trained or predict. So I don't know what these two parameters should contain and wether they should map variables inside the model or what... The docs aren't that great so any explaining would be much appreciated.",https://stackoverflow.com/questions/51507788,1071459,Requesting (Additional) Documentation/Examples
51586459,Why the false_fn in tf.cond never called?,"It's so wired to use tf.while_loop with tf.cond together. why the false condition never met? it always fall in true condition. give me the result unexpected as below: [[0, 0], [6, 6], [6, 6], [6, 6]]",https://stackoverflow.com/questions/51586459,3331276,Documentation Replication on Other Examples
51586693,"Tensor has shape [?, 0] -- how to reshape to [?,]","When src has shape [?], tf.gather(src, tf.where(src != 0)) returns a tensor with shape [?, 0]. I'm not sure how a dimension can have size 0, and I'm especially unsure how to change the tensor back. I didn't find anything in the documentation to explain this, either. I tried to tf.transpose(tensor)[0], but the first dimension of the transposed tensor has size 0 and cannot be accessed! What's wrong?",https://stackoverflow.com/questions/51586693,6772171,Documentation Replication on Other Examples
51612489,tensorflow tf.edit_distance explanation required?,"How does tensorflow tf.edit_distance function works? How it compares string stored in two different sparse matrix equivalent of 2d or 3d dense matrix. Example given on tensorflow web page https://www.tensorflow.org/api_docs/python/tf/edit_distance is not so obvious. Please provide explanation using some other examples. Also this example is not clear. How output is of dimension [2,2]? What normalization is doing here?",https://stackoverflow.com/questions/51612489,7930290,Lack of Alternative Solutions/Documentation
51625529,How to use tf.data's initializable iterator and reinitializable interator and feed data to estimator api?,"All the official google tutorials use the one shot iterator for all the estimator api implementation, i couldnt find any documentation on how to use tf.data's initializable iterator and reinitializable interator instead of one shot iterator. Can someone kindly show me how to switch between train_data and test_data using tf.data's initializable iterator and reinitializable interator. We need to run a session to use feed dict and switch the dataset in the initializable iterator, its a low level api and its confusing how to use it part of estimator api architecture PS : I did find that google mentions ""Note: Currently, one-shot iterators are the only type that is easily usable with an Estimator."" But is there any work around within the community? or should we just stick with one shot iterator for some good reason",https://stackoverflow.com/questions/51625529,10163720,Lack of Alternative Solutions/Documentation
38893526,What's the meaning of tf.nn.embedding_lookup_sparse in TensorFlow?,"We spend a lot of time in reading the API document of tf.nn.embedding_lookup_sparse. The meaning of embedding_lookup_sparse is confusing and it seems quite different from embedding_lookup. Here's what I think and please correct me if I'm wrong. The example of wide and deep model uses contrib.layers APIs and call embedding_lookup_sparse for sparse feature colume. If it gets the SparseTensor(for example, country, which is sparse), it creates the embedding which is actually for one-host encoding. Then call to_weights_sum to return the result of embedding_lookup_sparse as prediction and the embedding as variable. The the result of embedding_lookup_sparse add bias and become the logits for loss function and training operation. That means the embedding_lookup_sparse do something like w * x(part of y = w * x + b) for dense tensor. Maybe for one-hot encoding or SparseTensor, the weight from embedding_lookup_sparse is actually the value of w * x because the look-up data is always 1 and no need to add other 0s. What I said is also confusing. Can anyone help to explain this in detail?",https://stackoverflow.com/questions/38893526,2502090,Documentation Replication on Other Examples
57857325,How to load custom op library when using c++?,"I have build a very simple custom op zero_out.dll with bazel, it works when using python. However I have to run the inference using C++, is there any c++ api which has the similar function as tf.load_op_library, as it seems that a lot of registeration work has been done in tf.load_op_library, TF has not counterpart c++ API?",https://stackoverflow.com/questions/57857325,9873377,Lack of Alternative Solutions/Documentation
57872334,parallel inference in tensorflow (CPUs),"this is a really basic question, but I can't get the answer anywhere. Using tensorflow, can I do inference (tf.keras.Model.predict()) on multiple CPUs in parallel? I am using tf.data.Dataset to represent my data, but from the documentation it seems multiprocessing can be used only with generators or tf.keras.Sequence objects. Why is that? Am I supposed to somehow create an ordinary python generator from the Dataset or to manage the parallelism on my own with multiprocessing package? What would be the standard way of doing this? Thanks for any hints.",https://stackoverflow.com/questions/57872334,3447343,Documentation Replication on Other Examples
57873334,Affine Transform in TensorFlow 2.0,How to code Affine Transform in TensorFlow 2.0 that can work for digital images? I've tried tf.keras.preprocessing.image.apply_affine_transform from TensorFlow 1.14 but TensorFlow 2.0 has no such transform. Now I need it for TensorFlow 2.0.,https://stackoverflow.com/questions/57873334,11160943,Documentation Replication on Other Examples
57888872,"how to fix ""OperatorNotAllowedInGraphError "" error in Tensorflow 2.0","I'm learn tensorflow2.0 from official tutorials.I can understand the result from below code. But if I change the inputs with tensor not python code, just like this I get below error!! I can't find any specifications about this error. I think the real reason is not ""iterating over tf.Tensor is not allowed"" . Becase I can write like this. I iterate over tensor just like above code. So my question is what's the real reason about this error? Any suggestions will help me. I really can't understand this error through I read a lot of materials.",https://stackoverflow.com/questions/57888872,6737375,Documentation Replication on Other Examples
58213561,"Under Tensorflow 2.0, how to use tf.summary?","It seems the use of tf.summary under TF2.0 is different from TF1.x. If I want to visualize multiple scalars (e.g., train_loss, val_loss, etc.) in TensorBoard, how to implement tf.summary in the code. I thought it might be: But it doesn't work. I think the problem may be from the use of write.flush().",https://stackoverflow.com/questions/58213561,9151176,Documentation Replicability
58248787,Reading TF2 summary file with tf.data.TFRecordDataset,"In TF1, i could use summary_iterator to read summary files. But now, it will throw a warning So i'm wondering how to use tf.data.TFRecordDataset(path) to read tfevent files generated by TF2.",https://stackoverflow.com/questions/58248787,4909165,Documentation Replication on Other Examples
58317413,how can we get cell state if we use tf.keras.layers.LSTM (tf version is 2.0)?,In tensorflow version 2 tf.keras.layers.LSTM returns only the hidden state but not the cell state when return_state is checked to be True,https://stackoverflow.com/questions/58317413,10187580,Documentation Ambiguity
74088086,Seed in tensorflow initializer (tf.keras.initializers) doesn't guarantees reproducible results,"looking at tensorflow documentation (see, e.g., https://www.tensorflow.org/api_docs/python/tf/keras/initializers/GlorotNormal) a seed should guarantee that ""multiple initializers will produce the same sequence when constructed with the same seed value"" The following easy experiment says otherwise Giving the output Interesting fact, if I run the python script multiple times I always get the same overall results. So the first seed somehow works, but when it is called a second time in the script it 'keeps advancing', although it should be fixed. Any opinion about that? Do you think it is a bug? Do you think it is the intended behaviour (if yes could you explain me why)? It may be a problem of my TF installation? I have python 3.7.9 on Windows and Tensorflow version is 2.7.0 Of course, the same behaviour applies when inserting an initializer in a tf.keras.layer giving Thanks in advance for your time!",https://stackoverflow.com/questions/74088086,17788510,Documentation Replication on Other Examples
