QuestionId,Title,Body,DocRelated
40224495,"Use ""With"" with Tensorflow Sessions","<p>The tutorial says in order to release resources after computation is complete, I can use <code>with tf.Session() as sess</code> as the scope, and the session will be closed after the scope.</p>

<p>However, if I want to make predictions and do some further computations with the model trained in this session, I am not able to do it because the session is closed after the training. What shall I do? Shall I use <code>sess = tf.Session()</code> at the beginning and <code>sess.close()</code> after I finish my job with this model? If so, what is the point of using <code>with</code> statement which does not allow me doing anything after the training?</p>
",0
40272567,How to extract the cell state and hidden state from an RNN model in tensorflow?,"<p>I am new to TensorFlow and have difficulties understanding the RNN module. I am trying to extract hidden/cell states from an LSTM. 
For my code, I am using the implementation from <a href=""https://github.com/aymericdamien/TensorFlow-Examples"" rel=""noreferrer"">https://github.com/aymericdamien/TensorFlow-Examples</a>. </p>

<pre><code># tf Graph input
x = tf.placeholder(""float"", [None, n_steps, n_input])
y = tf.placeholder(""float"", [None, n_classes])

# Define weights
weights = {'out': tf.Variable(tf.random_normal([n_hidden, n_classes]))}
biases = {'out': tf.Variable(tf.random_normal([n_classes]))}

def RNN(x, weights, biases):
    # Prepare data shape to match `rnn` function requirements
    # Current data input shape: (batch_size, n_steps, n_input)
    # Required shape: 'n_steps' tensors list of shape (batch_size, n_input)

    # Permuting batch_size and n_steps
    x = tf.transpose(x, [1, 0, 2])
    # Reshaping to (n_steps*batch_size, n_input)
    x = tf.reshape(x, [-1, n_input])
    # Split to get a list of 'n_steps' tensors of shape (batch_size, n_input)
    x = tf.split(0, n_steps, x)

    # Define a lstm cell with tensorflow
    #with tf.variable_scope('RNN'):
    lstm_cell = rnn_cell.BasicLSTMCell(n_hidden, forget_bias=1.0, state_is_tuple=True)

    # Get lstm cell output
        outputs, states = rnn.rnn(lstm_cell, x, dtype=tf.float32)

    # Linear activation, using rnn inner loop last output
    return tf.matmul(outputs[-1], weights['out']) + biases['out'], states

pred, states = RNN(x, weights, biases)

# Define loss and optimizer
cost = tf.reduce_mean(tf.nn.softmax_cross_entropy_with_logits(pred, y))
optimizer = tf.train.AdamOptimizer(learning_rate=learning_rate).minimize(cost)

# Evaluate model
correct_pred = tf.equal(tf.argmax(pred,1), tf.argmax(y,1))
accuracy = tf.reduce_mean(tf.cast(correct_pred, tf.float32))
# Initializing the variables
init = tf.initialize_all_variables()
</code></pre>

<p>Now I want to extract the cell/hidden state for each time step in a prediction. The state is stored in a LSTMStateTuple of the form (c,h), which I can find out by evaluating <code>print states</code>. However, trying to call <code>print states.c.eval()</code> (which according to the documentation should give me values in the tensor <code>states.c</code>), yields an error stating that my variables are not initialized even though I am calling it right after I am predicting something. The code for this is here: </p>

<pre><code># Launch the graph
with tf.Session() as sess:
    sess.run(init)
    step = 1
    # Keep training until reach max iterations
    for v in tf.get_collection(tf.GraphKeys.VARIABLES, scope='RNN'):
        print v.name
    while step * batch_size &lt; training_iters:
        batch_x, batch_y = mnist.train.next_batch(batch_size)
        # Reshape data to get 28 seq of 28 elements
        batch_x = batch_x.reshape((batch_size, n_steps, n_input))
        # Run optimization op (backprop)
        sess.run(optimizer, feed_dict={x: batch_x, y: batch_y})

        print states.c.eval()
        # Calculate batch accuracy
        acc = sess.run(accuracy, feed_dict={x: batch_x, y: batch_y})

        step += 1
    print ""Optimization Finished!""
</code></pre>

<p>and the error message is </p>

<pre><code>InvalidArgumentError: You must feed a value for placeholder tensor 'Placeholder' with dtype float
     [[Node: Placeholder = Placeholder[dtype=DT_FLOAT, shape=[], _device=""/job:localhost/replica:0/task:0/cpu:0""]()]]
</code></pre>

<p>The states are also not visible in <code>tf.all_variables()</code>, only the trained matrix/bias tensors (as described here: <a href=""https://stackoverflow.com/questions/39168025/tensorflow-show-or-save-forget-gate-values-in-lstm"">Tensorflow: show or save forget gate values in LSTM</a>). I don't want to build the whole LSTM from scratch though since I have the states in the <code>states</code> variable, I just need to call it. </p>
",0
40305692,How to learn multi-class multi-output CNN with TensorFlow,"<p>I want to train a convolutional neural network with TensorFlow to do multi-output multi-class classification.</p>

<p>For example: If we take the MNIST sample set and always combine two random images two a single one and then want to classify the resulting image. The result of the classification should be the two digits shown in the image. </p>

<p>So the output of the network could have the shape [-1, 2, 10] where the first dimension is the batch, the second represents the output (is it the first or the second digit) and the third is the ""usual"" classification of the shown digit. </p>

<p>I tried googling for this for a while now, but wasn't able find something useful. Also, I don't know if multi-output multi-class classification is the correct naming for this task. If not, what is the correct naming? Do you have any links/tutorials/documentations/papers explaining what I'd need to do to build the loss function/training operations?</p>

<p>What I tried was to split up the output of the network into the single outputs with tf.split and then use softmax_cross_entropy_with_logits on every single output. The result I averaged over all outputs but it doesn't seem to work. Is this even a reasonable way?</p>
",0
40330775,Compute efficiently a pairwise ranking loss function in Tensorflow,"<p>I'm currently implementing <a href=""http://www.aclweb.org/anthology/P15-1061"" rel=""nofollow"">http://www.aclweb.org/anthology/P15-1061</a> in tensorflow.</p>

<p>I have implemented the pairwise ranking loss function (section 2.5 of the paper) as follow :</p>

<pre><code>s_theta_y = tf.gather(tf.reshape(s_theta, [-1]), y_true_index)
s_theta_c_temp = tf.reshape(tf.gather(tf.reshape(s_theta, [-1]), y_neg_index), [-1, classes_size])
s_theta_c = tf.reduce_max(s_theta_c_temp, reduction_indices=[1])
</code></pre>

<p>I had to use tf.gather rather than tf.gather_nd because the latter is not yet implemented with gradient descent. I also had to transform all indices to be correct with the flatten matrix.</p>

<p>If tf.gather_nd was implemented with gradient descent, my code would have been as follow :</p>

<pre><code>s_theta_y = tf.gather_nd(s_theta, y_t_index)
s_theta_c_temp = tf.gather_nd(s_theta, y_neg_index)
s_theta_c = tf.reduce_max(s_theta_c_temp, reduction_indices=[1])
</code></pre>

<p>s_theta is the computed score for each class label, as in the paper.
y_true_index contains the index of the true class, in order to compute s_theta_y. y_neg_index is the index of all the negative classes, its dimensions is either #class-1 or #class is the relation is classified as other.</p>

<p>However, several sentences are classified as Other and so, s_theta_y
doesn't exist and we shouldn't take it into account for the calculation. To handle such case, I have a constant factor of 0 which cancel the term, and to have the same dimension vector for the negative class, I just copy a random value of the index, because at the end, we are only interested in the max value among all negative classes (and not the index).</p>

<p>Is there a more efficient way to compute those terms in the loss function ? I have the impression that using tf.gather with so much reshape is very slow</p>
",0
40404519,What is the intended use for tf.contrib.framework functions?,"<p>See the topic, but I am especially interested what is the functional difference between tf.contrib.framework.variable() and tf.get_variable()? The documentation for tf.contrib.framework is not very informative.</p>
",1
40451974,"Tensorflow, restore variables in a specific device","<p>Maybe my question is a bit naive, but I really didn't find anything in the tensorflow documentation.</p>

<p>I have a trained tensorflow model where the variables of it was placed in the GPU. Now I would like to restore this model and test it using the CPU.</p>

<p>If I do this via 'tf.train.Saver.restore` as in the example:
<code>
 saver = tf.train.import_meta_graph(""/tmp/graph.meta"")
 saver.restore(session, ""/tmp/model.ckp"")
</code></p>

<p>I have the following excpetion:</p>

<p><code>
InvalidArgumentError: Cannot assign a device to node 'b_fc8/b_fc8/Adam_1': Could not satisfy explicit device specification '/device:GPU:0' because no devices matching that specification are registered in this process; available devices: /job:localhost/replica:0/task:0/cpu:0
</code></p>

<p>How can I make restore these variables in the <code>CPU</code>?</p>

<p>Thanks</p>
",1
40491470,TensorFlow: shape rank 2 in tf.matrix_inverse(),"<p>I have a problem when I try the tf.matrix_inverse() method. </p>

<p>I have a Tensor of dimension [17,400,400]. And we can read in the API documentation:</p>

<blockquote>
  <p>The input is a tensor of shape [..., M, M] whose inner-most 2 dimensions form square matrices. </p>
</blockquote>

<p>In my case M=400. And when I try to calculate the 17 inverse matrix: </p>

<pre><code>Out[56]: L
Out[57]: &lt;tf.Tensor 'while_4/Exit_1:0' shape=(17, 400, 400) dtype=float32&gt;
Out[59]: InvL = tf.matrix_inverse(L)
        ValueError: Shape (17, 400, 400) must have rank 2
</code></pre>

<p>I understand that L have a shape rank 2, but the method fails. I don't know if I'm doing something wrong. Any help?</p>
",0
40569758,How to use a CSV as input data for a Tensorflow neural network?,"<p>I'm currently attempting to write a neural network by slightly changing the <a href=""https://www.tensorflow.org/versions/r0.11/tutorials/mnist/beginners/index.html#mnist-for-ml-beginners"" rel=""nofollow noreferrer"">MNIST for ML Beginners code</a>. I have a CSV that's organized like this:</p>

<p><code>Image_Name     |Nevus?  |Dysplastic Nevus?|  Melanoma?
asdfgjkgdsl.png |1       |0                |0
</code></p>

<p>An image name, and it's one-hot result. Each image is 1022 x 767, and I'd like to use the color of each pixel as an input as well. As such, I changed the MNIST code to have 2,351,622 inputs (1022 pixels wide * 767 pixels high * 3 colors per pixel) and 3 outputs.</p>

<pre><code># from tensorflow.examples.tutorials.mnist import input_data
# mnist = input_data.read_data_sets(""MNIST_data/"", one_hot=True)

def main():
    x = tf.placeholder(tf.float32, [None, 2351622])
    W = tf.Variable(tf.zeroes([2351622, 3]))
    b = tf.Variable(tf.zeroes([3]))

    y = tf.nn.softmax(tf.matmul(x, W) + b)

    y_ = tf.placeholder(tf.float32, [None, 3])
    cross_entropy = tf.reduce_mean(-tf.reduce_sum(y_ * tf.log(y), reduction_indices=[1]))
    train_step = tf.train.GradientDescentOptimizer(0.5).minimize(cross_entropy)

    init = tf.initialize_all_variables()
    sess = tf.Session()
    sess.run(init)

    for i in range(1000):
    example, label = sess.run([features, col5])
        # batch_xs, batch_ys = mnist.train.next_batch(100)
        # sess.run(train_step, feed_dict={x: batch_xs, y_: batch_ys})

    correct_prediction = tf.equal(tf.argmax(y,1), tf.argmax(y_,1))
    accuracy = tf.reduce_mean(tf.cast(correct_prediction, tf.float32))
    print(sess.run(accuracy, feed_dict={x: mnist.test.images, y_: mnist.test.labels}))
</code></pre>

<p>The commented lines are the ones that I have to replace to get my data loaded into the neural network. The easiest way to get the 2.3M inputs for each image (that I've found) is to:</p>

<pre><code>from PIL import Image
import numpy as np

list(np.array(Image.open('asdfgjkgdsl.png')).ravel().flatten())
</code></pre>

<p>How can I load this dataset into tensorflow to be used for training a neural network?</p>
",0
40698709,Tensorflow: Interpretation of Weight in Weighted Cross Entropy,"<p>The Tensorflow function <code>tf.nn.weighted_cross_entropy_with_logits()</code> takes the argument <code>pos_weight</code>. The <a href=""https://www.tensorflow.org/versions/r0.11/api_docs/python/nn.html#weighted_cross_entropy_with_logits"" rel=""noreferrer"">documentation</a> defines <code>pos_weight</code> as <em>""A coefficient to use on the positive examples</em>."" I assume this means that increasing <code>pos_weight</code> increases the loss from false positives and decreases the loss from false negatives. Or do I have that backwards?</p>
",1
40731433,Understanding tf.extract_image_patches for extracting patches from an image,"<p>I found the following method <a href=""https://www.tensorflow.org/versions/r0.9/api_docs/python/array_ops.html#extract_image_patches"" rel=""noreferrer"">tf.extract_image_patches</a> in tensorflow API, but I am not clear about its functionality. </p>

<p>Say the <code>batch_size = 1</code>, and an image is of size <code>225x225x3</code>, and we want to extract patches of size <code>32x32</code>. </p>

<p>How exactly does this function behave? Specifically, the documentation mentions the dimension of the output tensor to be <code>[batch, out_rows, out_cols, ksize_rows * ksize_cols * depth]</code> , but what <code>out_rows</code> and <code>out_cols</code> are is not mentioned.</p>

<p>Ideally, given an input image tensor of size <code>1x225x225x3</code> (where 1 is the batch size), I want to be able to get <code>Kx32x32x3</code> as output, where <code>K</code> is the total number of patches and <code>32x32x3</code> is the dimension of each patch. Is there something in tensorflow that already achieves this?</p>
",1
40824149,Complete Tensorflow usage for training from Iris CSV data,"<p>I'm looking to use Tensorflow to train a neural network model for classification, and I want to read data from a CSV file, such as the Iris data set.</p>

<p>The <a href=""https://www.tensorflow.org/versions/r0.10/tutorials/tflearn/index.html#tf-contrib-learn-quickstart"" rel=""nofollow noreferrer"">Tensorflow documentation</a> shows an example of loading the Iris data and building a prediction model, but the example uses the high-level <code>tf.contrib.learn</code> API. I want to use the low-level Tensorflow API and run gradient descent myself. How would I do that?</p>
",1
40846881,"How do I finde the Code of ""tf.nn.dynamic_rnn"" in the tensorflow repository?","<p>I'm trying to understand the structure and the coding of tensorflow. While going through this tutorial ""<a href=""https://danijar.com/introduction-to-recurrent-networks-in-tensorflow/"" rel=""nofollow noreferrer"">https://danijar.com/introduction-to-recurrent-networks-in-tensorflow/</a>"" I have searched for the code that is used in the functions.
For example the line</p>

<pre><code>cell = GRUCell(num_neurons)  # Or LSTMCell(num_neurons)
</code></pre>

<p>uses the function GRUCell, which I can find in the file ""rnn_cell.py"" in the tensorflow repository. Furthermore the GRUCell is wrapped by a function called ""tf.nn.dynamic_rnn"" as follows:</p>

<pre><code>output, state = tf.nn.dynamic_rnn(cell, data, dtype=tf.float32)
</code></pre>

<p>Unfortunately I am not able to find the code for this function. Where do I find it? Everything I find is this documentation:</p>

<p><a href=""https://github.com/tensorflow/tensorflow/blob/eb56a8af24695bf8258addf28b0c53fbabff72e6/tensorflow/g3doc/api_docs/python/functions_and_classes/shard8/tf.nn.dynamic_rnn.md"" rel=""nofollow noreferrer"">https://github.com/tensorflow/tensorflow/blob/eb56a8af24695bf8258addf28b0c53fbabff72e6/tensorflow/g3doc/api_docs/python/functions_and_classes/shard8/tf.nn.dynamic_rnn.md</a></p>

<p>Thanks for helping!</p>
",0
40907769,How to get current TensorFlow name scope,"<p>I create relative name scopes with <code>tf.name_scope</code>.</p>

<p>How can I get the current absolute name scope?</p>

<p>From the code, it looks like <code>tf.get_default_graph()._name_stack</code> would give me that but that looks like a non-official way. Is there any official way? (I think not, thus I made an <a href=""https://github.com/tensorflow/tensorflow/issues/6010"" rel=""noreferrer"">upstream feature request</a>.)</p>

<p>(I implemented a bunch of functions like <code>get_current_name_scope()</code> or <code>reuse_name_scope()</code> <a href=""https://github.com/rwth-i6/returnn/blob/master/TFUtil.py"" rel=""noreferrer"">here</a>. Note that you need to be careful when mixing <code>tf.name_scope</code> and <code>tf.variable_scope</code>.)</p>
",0
40910834,"How to duplicate input tensors conditional on a tensor attribute (""oversampling"") in a Tensorflow queue?","<p>I am porting the Tensorflow Cifar-10 tutorial files for my own purpose, and have run into an interesting problem that I can not easily conceptualize due to the graph and session architecture of Tensorflow.</p>

<p>The issue is that my input dataset is highly imbalanced, and as such I need to ""oversample"" (and augment) certain images in the input pipeline conditional on their labels.  In a normal Python environmental I could set up a simple control flow statement of the form <code>if label then duplicate</code>, but I am not able to write the same syntax in Tensorflow due to the control flow operation existing outside of a running session and <code>label</code> in this case does not return a value.</p>

<p>My question is, what is the easiest method for oversampling a tensor inside of a Tensorflow queue?</p>

<p>I know that I could simply duplicate the data of interest prior to the input operation, but this obviously removes any storage savings incurred by oversampling during runtime.</p>

<p>What I want to do is evaluate a Tensor's label (in the Cifar-10 case, by checking the 1D image.label attribute) and then duplicate that Tensor by a fixed factor (say, 4x if the label is ""dog"") and send all the Tensors down to the batching operation.  My original approach was to attempt the duplication step after the Reader operation and before the batching operation, but this too is outside of a running session.  I was thinking of utilizing TF's <code>while</code> control flow statement but I'm not sure this will function has the ability to do anything other than <em>modify</em> the input Tensor.  What do you think?</p>

<hr>

<p>Update #1</p>

<p>Basically I attempted to create a py_func() that took in the flattened image bytes and the label bytes, and vertically stack the same image bytes N times depending on the value of the label and then return that as a (N x image_bytes) tensor (py_func() auto converted the input tensor to numpy and back). i attempted to create an input_queue from the variable-height tensor whose shape reports as (?,image_bytes) and then instantiate a reader to rip off image_byte size records. Well it seems like you can't build queues off of unknown data sizes so this approach is not working for me which makes sense in hindsight but I still can't conceptualize a method for identifying a record in a queue, and repeating that record a specific number of times.</p>

<hr>

<p>Update #2</p>

<p>Well after 48 hours I finally figured out a workaround, thanks to <a href=""https://stackoverflow.com/questions/38484075/online-oversampling-in-tensorflow-input-pipeline"">this SO thread</a> that I was able to dig up.  The solution outlined in that thread only assumes 2 classes of data though, so the <code>tf.cond()</code> function suffices to oversample one class if the <code>pred</code> is True, and to oversample the other if <code>pred</code> is False.  In order to have an n-way conditional, I attempted to institute a <code>tf.case()</code> function that resulted in <code>ValueError: Cannot infer Tensor's rank</code>.  Turns out that the <code>tf.case()</code> function does not retain <code>shape</code> properties and the graph construction fails as any batching op at the end of the input pipeline must take a shape argument, or take tensors of defined shape, as per this note in the <a href=""https://www.tensorflow.org/versions/r0.11/api_docs/python/io_ops.html#shuffle_batch"" rel=""nofollow noreferrer"">documentation</a>:</p>

<blockquote>
  <p>N.B.: You must ensure that either (i) the shapes argument is passed, or (ii) all of the tensors in tensors must have fully-defined shapes. ValueError will be raised if neither of these conditions holds.</p>
</blockquote>

<p>Further digging shows that this is a <a href=""https://github.com/tensorflow/tensorflow/issues/3334"" rel=""nofollow noreferrer"">known issue</a> with <code>tf.case()</code> that has yet to be resolved as of December 2016.  Just one of the many control-flow head-scratchers in Tensorflow.  Anyway, my stripped-down solution to the n-way oversampling issue is thus:</p>

<pre><code># Initiate a queue of ""raw"" input data with embedded Queue Runner.
queue = tf.train.string_input_producer(rawdata_filename) 

# Instantiate Reader Op to read examples from files in the filename queue.
reader = tf.FixedLengthRecordReader(record_bytes)

# Pull off one instance, decode and cast image and label to 3D, 1D Tensors.
result.key, value = reader.read(queue)
image_raw, label_raw = decode(value)
image = tf.cast(image_raw, dtype) #3D tensor
label = tf.cast(label_raw, dtype) #1D tensor

# Assume your oversampling factors per class are fixed
# and you have 4 classes.
OVERSAMPLE_FACTOR = [1,2,4,10]

# Now we need to reshape input image tensors to 4D, where the 
# first dimension is the image number in a batch of oversampled tensors.
# images = tf.expand_dims(image, 0) # so, (*,height,width,channels) in 4D

# Set up your predicates, which are 1D boolean tensors.
# Note you will have to squash the boolean tensors to 0-dimension.
# This seems illogical to me, but it is what it is.
pred0 = tf.reshape(tf.equal(label, tf.convert_to_tensor([0])), []) #0D tf.bool
pred1 = tf.reshape(tf.equal(label, tf.convert_to_tensor([1])), []) #0D tf.bool
pred2 = tf.reshape(tf.equal(label, tf.convert_to_tensor([2])), []) #0D tf.bool
pred3 = tf.reshape(tf.equal(label, tf.convert_to_tensor([3])), []) #0D tf.bool

# Build your callables (functions) that vertically stack an input image and
# label tensors X times depending on the accompanying oversample factor.
def f0(): return tf.concat(0, [images]*OVERSAMPLE_FACTOR[0]), tf.concat(0, [label]*OVERSAMPLE_FACTOR[0])
def f1(): return tf.concat(0, [images]*OVERSAMPLE_FACTOR[1]), tf.concat(0, [label]*OVERSAMPLE_FACTOR[1])
def f2(): return tf.concat(0, [images]*OVERSAMPLE_FACTOR[2]), tf.concat(0, [label]*OVERSAMPLE_FACTOR[2])
def f3(): return tf.concat(0, [images]*OVERSAMPLE_FACTOR[3]), tf.concat(0, [label]*OVERSAMPLE_FACTOR[3])

# Here we have N conditionals, one for each class.  These are exclusive
# but due to tf.case() not behaving every conditional gets evaluated.
[images, label] = tf.cond(pred0, f0, lambda: [images,label])
[images, label] = tf.cond(pred1, f1, lambda: [images,label])
[images, label] = tf.cond(pred2, f2, lambda: [images,label])
[images, label] = tf.cond(pred3, f3, lambda: [images,label])

# Pass the 4D batch of oversampled tensors to a batching op at the end
# of the input data queue.  The batching op must be set up to accept
# batches of tensors (4D) as opposed to individual tensors (in our case, 3D).
images, label_batch = tf.train.batch([images, label],
                                     batch_size=batch_size,
                                     num_threads=num_threads,
                                     capacity=capacity,
                                     enqueue_many = True) #accept batches
</code></pre>
",0
41048819,How to restore a model by filename in Tensorflow r12?,"<p>I have run the distributed mnist example:
<a href=""https://github.com/tensorflow/tensorflow/blob/r0.12/tensorflow/tools/dist_test/python/mnist_replica.py"" rel=""noreferrer"">https://github.com/tensorflow/tensorflow/blob/r0.12/tensorflow/tools/dist_test/python/mnist_replica.py</a></p>

<p>Though I have set the </p>

<p><code>saver = tf.train.Saver(max_to_keep=0)</code></p>

<p>In previous release, like r11, I was able to run over each check point model and evaluate the precision of the model. This gave me a plot of the progress of the precision versus global steps (or iterations). </p>

<p>Prior to r12, tensorflow checkpoint models were saved in two files, <code>model.ckpt-1234</code> and <code>model-ckpt-1234.meta</code>. One could restore a model by passing the <code>model.ckpt-1234</code> filename like so <code>saver.restore(sess,'model.ckpt-1234')</code>. </p>

<p>However, I've noticed that in r12, there are now three output files <code>model.ckpt-1234.data-00000-of-000001</code>, <code>model.ckpt-1234.index</code>, and <code>model.ckpt-1234.meta</code>. </p>

<p>I see that the the restore documentation says that a path such as <code>/train/path/model.ckpt</code> should be given to restore instead of a filename. Is there any way to load one checkpoint file at a time to evaluate it? I have tried passing the <code>model.ckpt-1234.data-00000-of-000001</code>, <code>model.ckpt-1234.index</code>, and <code>model.ckpt-1234.meta</code> files, but get errors like below:</p>

<p><code>W tensorflow/core/util/tensor_slice_reader.cc:95] Could not open logdir/2016-12-08-13-54/model.ckpt-0.data-00000-of-00001: Data loss: not an sstable (bad magic number): perhaps your file is in a different file format and you need to use a different restore operator?</code></p>

<p><code>NotFoundError (see above for traceback): Tensor name ""hid_b"" not found in checkpoint files logdir/2016-12-08-13-54/model.ckpt-0.index
     [[Node: save/RestoreV2_1 = RestoreV2[dtypes=[DT_FLOAT], _device=""/job:localhost/replica:0/task:0/cpu:0""](_recv_save/Const_0, save/RestoreV2_1/tensor_names, save/RestoreV2_1/shape_and_slices)]]</code></p>

<p><code>W tensorflow/core/util/tensor_slice_reader.cc:95] Could not open logdir/2016-12-08-13-54/model.ckpt-0.meta: Data loss: not an sstable (bad magic number): perhaps your file is in a different file format and you need to use a different restore operator?</code></p>

<p>I'm running on OSX Sierra with tensorflow r12 installed via pip.</p>

<p>Any guidance would be helpful.</p>

<p>Thank you.</p>
",0
41125183,Tensorflow: split_v with variable num_splits,"<p>I am wondering if the same holds for <code>tf.split_v()</code> as <code>tf.split()</code>.</p>

<p>According to the documentation <code>split_v</code> also accepts a Tensor as second argument.</p>

<p>However, when I try this code</p>

<pre><code>batch_size_ph = tf.placeholder(dtype = tf.int32, name='BatchSize')
seq_length_ph = tf.placeholder(dtype = tf.int32, name='SeqLength')
input_data = tf.placeholder(dtype=tf.float32, shape=[50, 25, 10])


inputs = tf.split_v(input_data,seq_length_ph, 1) #tf.ones(seq_length_ph, tf.int32)
#inputs = [tf.squeeze(input_, [1]) for input_ in inputs]

with tf.Session() as sess:
    [out] = sess.run([inputs],feed_dict = {batch_size_ph: 50,
                                           seq_length_ph: 25,
                                           input_data: np.random.rand(50,25,10)})

print out
print len(out)
print out[0].shape
</code></pre>

<p>The error is</p>

<blockquote>
  <p>NameError: global name 'value_shape' is not defined</p>
</blockquote>

<p>Is this possible or not?</p>
",1
41302986,tensorflow cnn error: InvalidArgumentError (see above for traceback): logits and labels must be same size,"<p>I wrote this code by modified from tensorflow official tutorial.
I had a network as following:</p>

<pre><code>def weight_variable(shape):
    initial = tf.truncated_normal(shape, stddev=0.1)
    return tf.Variable(initial)

def bias_variable(shape):
    initial = tf.constant(0.1, shape=shape)
    return tf.Variable(initial)

def conv2d(x, w):
    return tf.nn.conv2d(x, w, strides=[1, 1, 1, 1], padding='SAME')

def max_pool_2x2(x):
    return tf.nn.max_pool(x, ksize=[1, 2, 2, 1], strides=[1, 2, 2, 1], padding='SAME')

import tensorflow as tf
import numpy as np

train_feature = np.array(model.dataset[0])
train_label = np.array(model.labelset[0])
print(train_feature.shape)
print(train_label.shape)

x_placeholder = tf.placeholder(tf.float32, shape=[None, train_feature.shape[1]])
y_placeholder = tf.placeholder(tf.float32, shape=[None, 8])
# network structure
w_conv1 = weight_variable([5, 5, 1, 32])
b_conv1 = bias_variable([32])
x_image = tf.reshape(x_placeholder, [-1, 160, 120, 1])
h_conv1 = tf.nn.relu(conv2d(x_image, w_conv1) + b_conv1)
h_pool1 = max_pool_2x2(h_conv1)

w_conv2 = weight_variable([5, 5, 32, 64])
b_conv2 = bias_variable([64])

h_conv2 = tf.nn.relu(conv2d(h_pool1, w_conv2) + b_conv2)
h_pool2 = max_pool_2x2(h_conv2)

w_fc1 = weight_variable([320, 1024])
b_fc1 = bias_variable([1024])

h_pool2_flat = tf.reshape(h_pool2, [-1, 320])
h_fc1 = tf.nn.relu(tf.matmul(h_pool2_flat, w_fc1) + b_fc1)

keep_prob = tf.placeholder(tf.float32)
h_fc1_drop = tf.nn.dropout(h_fc1, keep_prob)

w_fc2 = weight_variable([1024, 8])
b_fc2 = bias_variable([8])

y_conv = tf.matmul(h_fc1_drop, w_fc2) + b_fc2

cross_entropy = tf.reduce_mean(tf.nn.softmax_cross_entropy_with_logits(y_conv, y_placeholder))
train_step = tf.train.AdamOptimizer(1e-4).minimize(cross_entropy)
sess = tf.InteractiveSession()
sess.run(tf.global_variables_initializer())
batch = (train_feature, np.eye(8)[train_label])
train_step.run(feed_dict={x_placeholder: batch[0], y_placeholder: batch[1], keep_prob: 0.5})
</code></pre>

<p>Error is following:</p>

<pre><code>cross_entropy = tf.reduce_mean(tf.nn.softmax_cross_entropy_with_logits(y_conv, y_placeholder))
File ""/Users/lintseju/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py"", line 1449, in softmax_cross_entropy_with_logits
precise_logits, labels, name=name)
File ""/Users/lintseju/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py"", line 2265, in _softmax_cross_entropy_with_logits
features=features, labels=labels, name=name)
File ""/Users/lintseju/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/op_def_library.py"", line 759, in apply_op
op_def=op_def)
File ""/Users/lintseju/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py"", line 2240, in create_op
original_op=self._default_original_op, op_def=op_def)
File ""/Users/lintseju/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py"", line 1128, in __init__
self._traceback = _extract_stack()

InvalidArgumentError (see above for traceback): logits and labels must be same size: logits_size=[2400,8] labels_size=[10,8]
 [[Node: SoftmaxCrossEntropyWithLogits = SoftmaxCrossEntropyWithLogits[T=DT_FLOAT, _device=""/job:localhost/replica:0/task:0/cpu:0""](Reshape_2, Reshape_3)]]
</code></pre>

<p>train_feature is (10, 19200) numpy array, and train label is (10,) numpy array. Anyone know why logits_size=[2400,8] ?</p>
",0
41353079,Tensorflow image.central_crop (mis)behavior,"<p>In the Tensorflow documentation for <a href=""https://www.tensorflow.org/api_docs/python/image/cropping#central_crop"" rel=""nofollow noreferrer"">tf.image.central_crop</a> function:</p>

<pre><code>Remove the outer parts of an image but retain the central region of
the image along each dimension. If we specify central_fraction = 0.5,
this function returns the region marked with ""X"" in the below diagram.

 --------
|        |
|  XXXX  |
|  XXXX  |
|        |   where ""X"" is the central 50% of the image.
 --------
</code></pre>

<p>Consider the following code:</p>

<pre><code>In [2]: import tensorflow as tf
In [3]: image_raw = tf.placeholder(tf.string)
In [4]: image = tf.image.decode_jpeg(image_raw, channels=3)
In [5]: crop = tf.image.central_crop(image, central_fraction=0.5)
In [6]: init_op = tf.global_variables_initializer()
In [7]: sess = tf.Session()
In [8]: sess.run(init_op)
In [9]: image_np, crop_np = sess.run([image, crop],
   ...:     feed_dict={image_raw: open(""/tmp/test.jpg"", 'rb').read()})
In [10]: image_np.shape
Out[10]: (456, 450, 3)
</code></pre>

<p>Original image size is 456x450</p>

<pre><code>In [11]: crop_np.shape
Out[11]: (228, 226, 3)
</code></pre>

<p>Crop size is 228x226</p>

<p>Which gives area ratio of:</p>

<pre><code>In [12]: 228*226 / (456*450.)
Out[12]: 0.2511111111111111
</code></pre>

<p>Not 0.5 as I expected. Can someone help to clarify this?</p>
",1
