,QuestionId,Title,Body,QuestionURL,UserId,DocRelated
10,40919706,Updating variable values in tensorflow,"I've have a basic question about updating the values of tensors via the tensorflow python api. Consider the code snippet: Now let's assume I want to implement some sort of algorithm that iteratively updates the value of W (e.g. some optimization algo). This will involve steps like: the problem here is that W on the LHS is a new tensor, not the W that is used in yhat = tf.matmul(x, W)! That is, a new variable is created and the value of W used in my ""model"" doesn't update. Now one way around this would be which results in the creation of a new ""model"" for each iteration of my loop ! Is there a better way to implement this (in python) without creating a whole bunch of new models for each iteration of the loop - but instead updating the original tensor W ""in-place"" so to speak?",https://stackoverflow.com/questions/40919706,3854058.0,1
11,68214726,How to reset optimizer state from loaded checkpoint,"I saved a model using the ModelCheckpoint callback using the save_weights_only option Then when I wanted to fine-tune on a smaller dataset I loaded it back up: And I recompiled the model with a new optimizer: But the optimizer is somehow still stuck on the decayed lr from before rather than being set at the much higher lr I want now, and I'm not sure about the other optimizer parameters.",https://stackoverflow.com/questions/68214726,4391249.0,1
12,43647029,Tensorboard embedding visualization hanging when passed metadata (class labels),"Working with the new embedding visualisation capability in tensorboard (TF v1.0.1) I am having difficulty adding labels to the points it displays. Basically when I try to add this metadata the embedding tool hangs and never loads. Unfortunately the documentation for this tool is, at present, quite minimal. I have a 250 class supervised classification being trained (on something like AlexNet) and I can visualise the final fc layer (fc8) fine during training using the embedding tool. But as soon as I add some code to add labels to the plot i.e. to get the points in different colours by class (rather than all blue) the tab never loads (stuck on a message stating 'loading points' forever) The code I add prior to the epoch/training loop is: where fc8 is the tensor I want to visualise obtained earlier from the default graph. All the checkpoints, tensorboard events and now the metadata (labels) itself are being written into a subfolder called 'snapshots' The config file is being written out as projector_config.pbtxt as it should be, and contains If I delete this file then the embedding tab will load fine and won't hang i.e. I get to the dimmed screen and little white central box with 'loading tensors..' etc in it and an (unlabelled) point cloud is shown. Am I misconfiguring this? I don't get any errors logged to the console in which I invoke the tensorboard server even when I raise the GLOG level. Many thanks for any pointers.",https://stackoverflow.com/questions/43647029,3561741.0,1
13,49922674,"Difference between `tf.reshape(a, [m, n])` and `tf.transpose(tf.reshape(a, [n, m]))`?","Actually, I'm doing the homework ""Art Generation with Neural Style Transfer"" of deeplearning.ai on coursera. In the function compute_layer_style_cost(a_S, a_G): Why does this code give the right answer, however, the following doesn't:",https://stackoverflow.com/questions/49922674,7060278.0,1
14,65902185,TFLiteConverter representative_dataset from keras.preprocessing.image_dataset_from_directory dataset,"I've got a dataset coming in via (Based around code from https://www.tensorflow.org/tutorials/load_data/images with very minor changes to configuration) I'm converting the eventual model to a TFLite model, which is working, but I think the model's too large for the end device so I'm trying to run post training quantization by supplying a representative_dataset (like https://www.tensorflow.org/lite/performance/post_training_quantization) However I can't work out how to turn the dataset generated from image_dataset_from_directory into the format expected by representative_dataset The example provided has I've tried things like but that wasn't it",https://stackoverflow.com/questions/65902185,4353505.0,1
15,42323640,Tensorflow: AttributeError: module 'tensorflow' has no attribute 'Supervisor',"I'm trying to use the Supervisor class to create checkpoints that can be used to save/load partial trainings, as mentioned in the TensorFlow documentation - https://www.tensorflow.org/programmers_guide/supervisor . But when I try to use it as mentioned in the docs - It throws the below error - Whats am I missing?",https://stackoverflow.com/questions/42323640,4993842.0,1
16,43804684,tensorflow basic word2vec example: Shouldn't we be using weights [nce_weight Transpose] for the representation and not embedding matrix?,"I am referreing to this sample code in the code snippet below: Now NCE_Loss function is nothing but a single hidden layer neural network with softmax at the optput layer [knowing is takes only a few negative sample] This part of the graph will only update the weights of the network, it is not doing anything to the ""embeddings"" matrix/ tensor. so ideally once the network is trained we must again pass it once through the embeddings_matrix first and then multiply by the transpose of the ""nce_weights"" [considering it as the same weight auto-encoder, at input &amp; output layers] to reach to the hidden layer representation of each word, which we are are calling word2vec (?) But if look at the later part of the code, the value of the embeddings matrix is being used a word representation. This Even the tensorflow doc for NCE loss, mentions input (to which we are passing embed, which uses embeddings) as just the 1st layer input activation values. A normal back propagation stops at the first layer of the network, does this implementation of NCE loss, goes beyond and propagates the loss to the input values (and hence to the embedding) ? This seems an extra step? Refer this for why I am calling it an extra step, he has a same explanation.",https://stackoverflow.com/questions/43804684,3670532.0,1
17,70766226,The below code is giving 'UnreadVariable' error in tensorflow,I am getting the following error : I have tried : tf.compat.v1.disable_eager_execution() to disable eager tensor execution but I can't extract the values of any tensor post that. Also I don't know whether disabling eagerTensor actually solves the issue since I can't print the gradients or losses.,https://stackoverflow.com/questions/70766226,6027557.0,1
18,48814591,Too many values to unpack in TensorFlow KMean Class,I'm currently using the KMeans Class from tensorflow.contrib.factorization module. My input is (assuming all variables are defined): I'm following the documentation at https://www.tensorflow.org/api_docs/python/tf/contrib/factorization/KMeans to unpack the values like: I get the error: I'm strongly guessing that the documentation in the link stated above isn't updated because the output of kmeans.training_graph() is : Please let me know what is the extra returned valued that I'm not aware of by reading the documentation.,https://stackoverflow.com/questions/48814591,3749292.0,1
19,48067854,Trouble understanding tensorflow shuffle_batch enqueue_many=False,"I am reading the Tensorflow documentation and the code for the Cifar10 example. This bit is currently racking my brain: We are passing in a single image, and somehow a batch of images results?? What is going on here?",https://stackoverflow.com/questions/48067854,2886575.0,1
20,48541940,how to reset the tf.estimator.Estimator parameters?,I tried tf.Graph() but can't get the variable to reset by new. The code is below: and it just return error: =============== old infomation cut line ========= I defined a tf.estimator.Estimator model A by model_fn handler. I want to change model A's parameter by same old model's parameters as ckpt file. I try to get model A's graph and then get the parameter's variable in Graph and then assigned it by my old model's parameter. Hope some advices! Thanks very much!,https://stackoverflow.com/questions/48541940,1696015.0,1
21,75365737,"When fine-tuning a pre-trained Model, how does tensorflow know that the base_model has been changed?","Ng's Convolutional Neural Network class's Week 2 Lab on using Transfer Learning with MobileNetV2 (summary: https://github.com/EhabR98/Transfer-Learning-with-MobileNetV2) and an additional tutorial (https://blog.roboflow.com/how-to-train-mobilenetv2-on-a-custom-dataset/) both begin like this: They then proceed to add a pooling layer(s), a Dropout layer and a Dense 1-unit layer to the end, apply a BinaryCrossentropy loss and some kind of optimizer, then train it on some custom data that has been inputted. Lets call this custom model ""model2"" as Ng's lab does Here's what my the Coursera class model looks like, its important to include here because the variable base_model is called in two different closures throughout the Coursera lab (previous to this it was called outside of a method, as base_model = tf.keras.applications.MobileNetV2(input_shape=IMG_SHAPE, include_top=True, weights='imagenet'); base_model.trainable= False) This performs OK, getting as much as 80% accuracy Fine tuning -- Now in both the course lab and the tutorial, they then proceed to ""unfreeze"" some of the last layers of the internal network so that they can be trained, like so: Up until this point, I'm satisfied, I can clearly see what is going on, but then: This leads to a marked improvement in results. Which confused me, I was very much expecting base_model to get passed in somehow. I didn’t imagine that altering some other variable that hasn’t been passed into or been initially called would come into play. So given all of that context, the question is: How is altering the base_model affecting model2? If the above example from the Coursera lab is as confusing to you as it is to me, the example shown on https://blog.roboflow.com/how-to-train-mobilenetv2-on-a-custom-dataset/ as mentioned above is much simpler and contains much less ambiguity as base_model is defined only once. Regardless, the same dynamic applies and I'm equally confused on both. Thanks again for your time",https://stackoverflow.com/questions/75365737,1276506.0,1
22,69782818,Turn a tf.data.Dataset to a jax.numpy iterator,"I am interested about training a neural network using JAX. I had a look on tf.data.Dataset, but it provides exclusively tf tensors. I looked for a way to change the dataset into JAX numpy array and I found a lot of implementations that use Dataset.as_numpy_generator() to turn the tf tensors to numpy arrays. However I wonder if it is a good practice, as numpy arrays are stored in CPU memory and it is not what I want for my training (I use the GPU). So the last idea I found is to manually recast the arrays by calling jnp.array but it is not really elegant (I am afraid about the copy in GPU memory). Does anyone have a better idea for that? Quick code to illustrate:",https://stackoverflow.com/questions/69782818,17289463.0,1
23,40790009,Tensorflow generate random values unexpected behaviour,I want to generate a random Vector and don't understand tensorflows results.... Code: gives me this:,https://stackoverflow.com/questions/40790009,2513126.0,1
24,54492880,add a matrix to an array of matrices,If I had a matrix then an array of matrices how could I add the matrix A to all the matrices in B to produce then how could I sum each matrix in B to produce a vector like ? I new to Tensorflow and my experience so far makes me feel there's an elegant way of doing this with a few lines of code.,https://stackoverflow.com/questions/54492880,1842347.0,1
25,63155929,How can I train a TensorFlow Quantum model that outputs a state vector?,"I want to train a simple circuit in TFQ using a Sequential model as follows: But instead of performing a readout op, I'd like the model to output the state vector so I can do some post-processing on it before I feed it into my loss function. In principle, tfq.layers.State looks like it's appropriate for this task, but it is not clear to me from the examples how I would use the State layer in a model context, vs just using it to generate the state vector as shown in the docs: So my questions:",https://stackoverflow.com/questions/63155929,13568630.0,1
26,57115332,How to define a ReLU with TensorFlow custom_gradient?,"I'm practicing using TensorFlow's custom_gradient decorator and I tried to define a simple ReLU. One would think it would be as simple as defining the gradient to be 1 when x &gt; 0 and 0 otherwise. However, the following code does not yield the same gradients as a ReLU: Can someone explain to me why this standard definition of ReLU's gradient does not yield the same performance as:",https://stackoverflow.com/questions/57115332,10210261.0,1
27,49579103,Implementing with block manually produces different things,"Suppose I write My impression is that the with command starts by calling the __enter__() method on whatever is returned by some_method(). (I believe the thing returned by some_method() is called a ""context manager"", which just means it has methods called __enter__() and __exit__().) I tried calling __enter__() manually, and I got something different from what I expected. This specific example came up in the context of TensorFlow, but I'm pretty sure it doesn't have anything to do with TensorFlow as such. prints None, and prints None, but prints &lt;tensorflow.python.client.session.Session object at 0x114217a90&gt;. I have posted essentially the same question here, but I made the mistake of editing it too many times, until by the end it wasn't asking what it started out asking. So I'm just recreating the question.",https://stackoverflow.com/questions/49579103,8755792.0,1
28,52860103,Why does start_queue_runners() function use with shuffle_batch() function,I am new to TensorFlow and trying to understand the shuffle_batch() function.When I use the shuffle_batch() with following code it does not printing anything. But after adding the start_queue_runners() it gives me the expected output. So what is the relationship between these start_queue_runners() and shuffle_batch() ?,https://stackoverflow.com/questions/52860103,7447265.0,1
29,50625145,How to set the values of all the parameters of a tensorflow model?,"I have a big tensorflow model (not using Keras). I know I can save and restore a tensorflow model, but what I need is different. I want to store all the trainable parameters of the model in the memory, set all the trainable parameters to another set of values that I already have, and do predictions, and then restore the previously stored parameters back to the model. Pseudo code: Note that set_trainable_variables(vars) function is only hypothetical, My question is: How to implement set_trainable_variables(vars)?",https://stackoverflow.com/questions/50625145,956730.0,1
30,47913968,How to read all Example records from a TFRecord file in one go using Dataset API?,"I am using a Spark job to generate a TFRecord file which will be my vocabulary file of (word, count) pairs. I want to load the entire file at once using the Dataset API since my vocabulary file could be on HDFS and might be split across multiple physical files. That said, I am finding it pretty unintuitive. Here's my code so far: Using a huge, fixed up-front batch size is the only way I can think of slurping up all the data at once in a tensor of shape=(num_entries,). It seems to run pretty slow as well. Is there a better way?",https://stackoverflow.com/questions/47913968,2202478.0,1
31,68806135,"ValueError:Input 0 of layer lstm_45 is incompatible with the layer: expected ndim=3, found ndim=4. Full shape received: (None, None, None, 128)","I'm new to deep learning and have a problem with understanding embedding and passing sequence of 4 feature vectors (all floats) to an LSTM model. My model looks as following: I also had troubles with passing sequences of different length but ragged input solved it. This is the error I'm getting: ValueError: Input 0 of layer lstm_45 is incompatible with the layer: expected ndim=3, found ndim=4. Full shape received: (None, None, None, 128)",https://stackoverflow.com/questions/68806135,16680962.0,1
32,54703128,"No gradients provided for any variable, check your graph for ops that do not support gradients, between variables and loss","I am trying to build a Bayesian Softmax Regression model using the TensorFlow Probabilities Dense Flip-Out layer. This model is being trained on the MNIST dataset. TensorFlow is returning an error: I presume this is due to the fact that random variables are not differential, thus no gradient exists. However, Tensorflow provides a clear demonstration of this code on their website - here. Does anyone have a comprehensive answer as to why this is happening? My code is as below:",https://stackoverflow.com/questions/54703128,11055886.0,1
33,43748788,Tensorflow Exception in QueueRunner: Enqueue operation was cancelled,I'm new to Tensorflow adn are trying to read images and labels. The code below works fine but every time it has finished it ends with producing an massive error. I test it using: I can access the image but when the program finishes it produces the error: I don't am stuck on this so any help would be much appriciated,https://stackoverflow.com/questions/43748788,6073705.0,1
34,67275213,3d input for Dense Layer Keras,"Is there any example of how Keras Dense layer handles 3D input. The documentation explains the following: But I could not understand the internal matrix calculation For example: based on the documentation for a 3D input of shape (m,d0,d1), the shape of Layer's weight_matrix (or) kernel will have the shape (d1, units) which is (2,5) in this case. But I don't understand how the op is calculated to have the shape (m,d0, units)",https://stackoverflow.com/questions/67275213,5927701.0,1
35,37128652,Creating log directory in tensorboard,I am trying to learn how to use tensorboard and I would like to have it run in my program. I do not understand how to create a log directory. These are the lines I have for running tensorboard. The error message that I got was,https://stackoverflow.com/questions/37128652,5823453.0,1
36,62116136,Tensorflow Keras Metrics Not showing,"I have a simple Neural Network summary of model is and compilation as Now when I print Model attributes, it gives an empty list on metrics. Why is it so? This is output",https://stackoverflow.com/questions/62116136,10342778.0,1
37,57795697,tf.keras h5 to Tensorflow pb - resulting pb lacks output node even though input clearly has it?,"I am using Google Collab, training a sequence model (NASNet) with a custom output. I export my model to an h5 using the model.save() method. I use a separate ipynb to load my h5 and convert it to a pb, however, my resulting pb lacks a named output node, and I cannot get predictions from my resulting model. My model sequence definition: I am able to make compile my model, train, and make predictions in collab. I export my model like so: To convert to Tensorflow PB, I use a new ipynb and am able to 'successfully' run the conversion (ie, it doesn't fail). The conversion code seems widely used elsewhere. Here it is: This resulting pb appears well formed at first glance, but Netron and other tooling indicates it has no final output node in the graph. I am able to verify my tf.keras h5 model has inputs and outputs in my first ipynb via: Which returns: And when I load my saved h5 in prep to convert to Tensorflow protobuff, I also check the inout and output names: Which returns in TF naming convention: So clearly my h5 appears to have an output node named 'output' - as confirmed in Netron when I inspect the H5. Why does my conversion code appear to be removing the output node in the pb graph? Thank you!",https://stackoverflow.com/questions/57795697,5510818.0,1
38,63832318,"Keras, using a generator for the data (VAE)","I'm currently trying to implement a variational autoencoder but I'm quite stuck, I cannot understand how to use a datagenerator in Keras. What I have so far is: There is a lot of code, but it does work fine as long as I used my entire dataset, but as soon as I try to use my implemented ""train_generator"" it breaks down and I get the error message: NotImplementedError: When subclassing the Model class, you should implement a call method. So I know there is something wrong with my implementation of the train_generator, but I dont understand what I've missed, can someone provide me more information?",https://stackoverflow.com/questions/63832318,6496448.0,1
39,48132807,Why does tensor flow return NaN when running variables after training?,"I can't really understand why this is not working, basically I'm trying to retrieve values for m and q just to print them but I always get [nan, nan] train.csv and test.csv are both files with a header line and two columns of values, x and y First 10 lines of train.csv",https://stackoverflow.com/questions/48132807,7015035.0,1
40,37668485,Create an int list feature to save as tfrecord in tensorflow?,How can I create a tensorflow record from a list? From the documentation here it seems possible. There's also this example where they convert a numpy array into a byte array using the .tostring() from numpy. However when I try to pass in: I get the error: Which doesn't help me to figure out how to store a list of integers into the tfrecord. I've tried looking through the docs.,https://stackoverflow.com/questions/37668485,6416660.0,1
41,57304811,Why can't I use my dataset anymore after using InceptionV3?,"I'm currently working on video-captioning (frame-sequence to natural language). I recently started using tf.data.Dataset class instead of feed_dict argument in tensorflow. My goal is to feed this frames to a pretrained CNN (inceptionv3), extract the feature vector and then feed it to my RNN seq2seq network. I've got a problem of tensorflow types after mapping my Dataset with the inception model: the dataset is then totally unusable, neither via dataset.batch() or dataset.take(). I can't even make a one shot iterator ! Here is how I proceed to build my Dataset: Step 1: I first extract the same number of frames for every videos. I store all of it into a numpy array. Its shape is (nb_videos, nb_frames, width, height, channels) Note that in this dataset, every video has the same size and has 3 color channels. Step 2: Then I create a tf.data.Dataset object using this big numpy array Note that printing this dataset via python gives: With n_videos=2; width=240; height=320; channels=3 I already don't understand what ""DataAdapter"" stands for At this point; I can create a one shot iterator but using dataset.batch(1) returns: I don't understand why ""?"" and not ""1"" shape.. Step 3: I use the map function on dataset to resize all the frames of all the videos to 299*299*3 (required to use InceptionV3) At this point, I can use the data in my dataset and make a one shot iterator. Step 4: I use the map function again to extract every features using InceptionV3 pretrained model. The problem occurs at this point: Printing the dataset gives: Ok looks good However, it's now impossible to make a one shot iterator for this dataset Step1 : Step 2: Step 3: Step 4: Inception model: For the tf.reduce_mean; see how-to-get-pool3-features-of-inception-v3-model-using-keras (SO) Creating the iterator: Here is the output: I don't really get it: it asks me to use a initializable_iterator but this kind of iterator is dedicated for placeholder. Here, I've got raw data !",https://stackoverflow.com/questions/57304811,11839345.0,1
42,50308951,Understanding input/output tensors from tf.layers.conv2d,"I'm trying to understand the transformation performed by tf.layers.conv2d. The mnist tutorial code from the TensorFlow website includes the convolution layer: However, my expectation is that the 32 input images would be multiplied by the number of filters, as each filter is applied to each image, to give an output tensor of [batch_sz, 14, 14, 2048]. Clearly this is wrong, but I don't know why. How does the transformation work? The API documentation tells me nothing about how it works. What would be the output if the input tensor was [batch_size, 14, 14, 48]?",https://stackoverflow.com/questions/50308951,6077080.0,1
43,42856421,Tensorflow freezes on sess.run call using queues,"I am testing the tensoprflow queues system and I have a simple tensorflow program that use queues to process the input. The code of sample program is The problem is that it freeze at the first p = sess.run(model2layers(example_batch)), it stop there indefinitely. What is wrong in the sample program?",https://stackoverflow.com/questions/42856421,2197507.0,1
44,63337329,Adam optimizer - ValueError: tf.function-decorated function tried to create variables on non-first call,"I am using tensorflow 2.3 The code below gives exception Problem looks like tf.keras.optimizers.Adam(0.5).minimize(loss, var_list=[y_N]) creates new variable on &gt; first call, while using @tf.function. If must wrap it under @tf.function, how should I modify it? (in real case run() is a much bigger function)",https://stackoverflow.com/questions/63337329,1497720.0,1
45,49419720,"TypeError: Value passed to parameter 'input' has DataType float64 not in list of allowed values: float16, bfloat16, float32","I have read many questions similar to mine, but all of them are different with mine. The question is: After I use my own data (vessel segmentation, which is a Two Classification Problems), the data read by using next_batch is float64, while feed_dict() needs float32. Commonly, codes like tf.cast or tf.tp_float can be used to convert my data to float32. However, after using those converting codes, I found the error changed to TypeError: The value of a feed cannot be a tf.Tensor object. Acceptable feed values include Python scalars, strings, lists, numpy ndarrays, or TensorHandles. Finally, I tried to use sess.run to off-set its tf.Tensor form. Erorr changed to the original one, which means my data was converted back to float64. Thus, it seems to be an endless loop. ""Without converting, float64 will not be accepted. After converting, Tf. Tensor will also not be accepted. To off-set the tf.Tensor form using sess run, data will be converted back to float64 simultaneously"" How can I fix this? I am looking forward to your reply !The similar question is here, TensorFlow TypeError: Value passed to parameter input has DataType uint8 not in list of allowed values: float16, float32",https://stackoverflow.com/questions/49419720,9532057.0,1
46,58427004,Tensorflow neural network doesn't optimize properly,"I am a beginner to neural networks and TensorFlow, I have tried the following code for handwritten digit classification (single layer perceptron model) I have downloaded the dataset from kaggle which contains the first column as the digit and the next 784 columns the pixel values. Output always shows: 0 42000.0 1 42000.0 2 42000.0 3 42000.0 4 42000.0 5 42000.0 6 42000.0 7 42000.0 8 42000.0 9 42000.0 10 42000.0 . . . etc So, I assume that the neural networks aren't working. I have tried learning rates 0.01, 0.2, 0.3, but it shows the same output. What's wrong here? Should I add hidden layers? EDIT: I have also tried to get the output for test samples. It shows the same output for every test sample:",https://stackoverflow.com/questions/58427004,12210196.0,1
47,38543850,How to Display Custom Images in Tensorboard (e.g. Matplotlib Plots)?,"The Image Dashboard section of the Tensorboard ReadMe says: I see how a pyplot image could be written to file, read back in as a tensor, and then used with tf.image_summary() to write it to TensorBoard, but this statement from the readme suggests there is a more direct way. Is there? If so, is there any further documentation and/or examples of how to do this efficiently?",https://stackoverflow.com/questions/38543850,5587428.0,1
48,59144938,How to loop over batch_size in keras custom layer,"I want to create a custom layer that takes in __init__ a internal tensor and a custom dot function so that it computes for a given batch the dot function over all possible pairs made with the batch and the internal tensor. If I were to use the natural inner product, I could write directly tf.matmul(inputs, self.internal_tensor, transpose_b=True) but I want to be able to give other kernel methods. MWE: For the sake of clarity, here is the target working layer in Numpy:",https://stackoverflow.com/questions/59144938,4444546.0,1
49,47952640,how to padded batch in dataset for each dimension padding to max length of all dimensions,"I already know dataset provide padded_batch function to padded batch as below: I want to padding each dimension in my batch to the max length of all dimensions, but the above function can't achieve this. for example: the element in my dataset is as below: if I apply the function like this: I got the result as below: this is not what I wanted, I am struggling with this problem for a long time, can any one help me?",https://stackoverflow.com/questions/47952640,9133804.0,1
50,55201647,How to use plt.hist() to plot a histogram out of a 1-D tensor without enabling eager execution?,"What I want to do is to write a function which can convert a one dimensional tensor to a numpy array and plot a histogram out of it using plt.hist(). Uptil now I have tried doing this: The above as is clearly visible will give an error telling that a placeholder cannot be fed value using a tensor as one_dimensional_tensor is a tensor. I do not initially know the value of one_dimensional_tensor, it is the intermediate output of some prior computation, so I cannot do this: I do not want to use tf.histogram_fixed_width() as it uses only one binning technique in which the bin widths are fixed unlike plt.hist() which provides a variety of binning techniques. Is there any way to do this without enabling eager execution?",https://stackoverflow.com/questions/55201647,7184172.0,1
51,63908516,Storing Trainable Values in TensorArray for While_loop - tensorflow,"I'm working on a small Tensorflow model using Tensorflow 2.3.0. in the model I use several tf.while_loops and TensorArray. The model is not working as expected. I tried to troubleshoot the issue but unfortunately not all Tensorflow behavior is documented and I'm not sure if there is a bug in my model or it is Tensorflow behavior I'm unaware of. For example in my model I multiply my data with some weights inside a tf.while_loop. I then store the result in TensorArray . The TensorArray content is again used in the same fashion until I minimize the loss to train the model. my problem is that the model does not train as expected . I suspect that tensorflow is freezing the weights and not updating them as I would expect. How can I make sure that the content of the last TensorArray remains trainable since it is produced using data with trainable weight variables . I'm trying to avoid the issue mentioned here but not sure if I have. below is a simple example ( dummy model ) just to clarify what I'm doing : In the above example the content of array2 should be the predictions. how can I make sure that the loops and the tensorArray did not affect the train-ability of my variables ? If what I did was incorrect. whats the best approach to achieve the same thing but keeps my result trainable. Update :: Ok , So I ran the my model for some times and monitored the loss, accuracy and other scaler metrics. And found a general trend in loss decrease and accuracy and other accuracy related metric increase. the Accuracy and loss are also inverse of each other , to my understanding this indicates that the updates are not random and the model is learning something. Additionally I monitored the weights and gradients distributions are changing which confirms that variables are being trained. Can you some please confirm my conclusion and understanding ? Thanks for your help in Advance.",https://stackoverflow.com/questions/63908516,4821136.0,1
52,70554665,How to convert 'GradientDescentOptimizer' in TensorFlow 2.7,I want to convert this code to work in TensorFlow 2.7 and here is what I got,https://stackoverflow.com/questions/70554665,17642993.0,1
53,43380484,TensorFlow: Linear Regression with multiple inputs returns NaNs,"This is my first attemp at TensorFlow: I am building a Linear Regression model with multiple inputs. The problem is that the result is always NaN, and I suspect that it is because I am a complete noob with matrix operations using numpy and tensorflow (matlab background hehe). Here is the code: And here is the output:",https://stackoverflow.com/questions/43380484,2597143.0,1
54,42487908,tensorflow tf.Operation run method usage,"I am exploring tensorflow. I have the following problem that I will illustrate in a small code fragment. I am not searching for the best way, I am just exploring all options So my question here is, what is the purpose of tf.Operation.run and how I should be using it. What is wrong with my code? Shouldn't c_operation.run return the value of the resulting operation. Does the associated tensor (c here) holds the values? I did not find a way to extract them (aside from using sess.run(c)",https://stackoverflow.com/questions/42487908,1392241.0,1
