user_id,experience,v_index,reputation_ans,reputation_ques,reputation
6258907,50,0,0,0,0
8380638,66,1,65,40,105
12118244,51,0,0,50,50
14301413,39,0,0,0,0
6770916,44,1,88,28,116
6281444,91,0,0,58,58
3873000,83,1,20,10,30
1702121,58,0,0,30,30
3524844,87,2,100,110,210
18444524,21,0,0,10,10
21668078,8,0,0,0,0
13969647,41,0,0,10,10
6639856,30,0,0,10,10
3571955,71,0,0,10,10
2187510,91,1,10,340,350
5800182,60,0,0,60,60
11895031,52,0,0,10,10
8270077,70,0,0,246,246
15692031,19,0,0,20,20
7835905,68,0,0,-2,-2
13824257,42,1,65,50,115
5546244,39,0,0,0,0
987397,85,1,50,710,760
13781254,35,0,0,70,70
8214796,72,1,10,0,10
6996238,84,0,0,0,0
7418127,66,0,0,40,40
7248145,58,1,65,198,263
9560337,44,0,0,20,20
5368083,79,4,1610,798,2408
10287380,54,0,0,10,10
1179925,79,5,1468,1184,2652
8102163,78,0,0,270,270
2830610,71,0,0,30,30
7657749,0,0,0,0,0
3049753,64,0,0,460,460
4426009,57,1,35,60,95
19986715,15,0,0,0,0
3129625,77,1,25,40,65
1114397,76,0,15,30,45
1370397,85,0,15,20,35
4505889,61,0,0,0,0
5919010,77,0,0,448,448
3711266,56,3,485,150,635
13494561,28,0,0,10,10
10133797,55,12,7300,2650,9950
4040998,76,0,0,206,206
2525479,77,0,0,50,50
20640035,0,0,0,0,0
2076973,33,4,353,10,363
17815854,23,1,35,20,55
6476080,82,0,0,290,290
11737392,46,0,0,20,20
8063281,77,0,0,20,20
13371696,37,1,18,40,58
18338104,22,0,0,0,0
10690874,57,0,0,20,20
6080827,87,0,0,230,230
3719483,63,0,0,10,10
12476733,48,0,0,40,40
8307005,67,0,0,40,40
5079359,54,0,0,10,10
5540159,82,0,0,706,706
545089,79,0,0,10,10
3842374,22,0,0,0,0
3320135,97,0,0,2834,2834
10817864,0,0,0,0,0
7457101,83,1,25,1058,1083
9427280,52,0,0,70,70
4391249,48,0,0,580,580
6005072,82,0,0,50,50
7424342,77,1,86,38,124
11268438,10,0,0,0,0
471384,78,1,10,20,30
8286551,54,0,0,0,0
1735003,84,14,6678,500,7178
10545499,34,0,0,10,10
7776604,81,2,418,150,568
7672162,0,1,80,0,80
1071459,67,1,220,70,290
8075619,79,0,0,138,138
6078821,71,1,80,110,190
5040482,0,0,0,0,0
2341218,62,0,0,10,10
20781411,12,0,0,0,0
5808490,95,0,0,2120,2120
592235,74,1,30,70,100
2156909,78,0,30,10,40
4999534,26,0,0,10,10
1431917,20,0,0,10,10
6183280,78,0,0,20,20
424306,45,2,130,310,440
1585523,72,0,0,130,130
11069811,37,0,0,26,26
16851318,0,0,0,0,0
6848887,35,0,0,0,0
7182711,32,0,0,20,20
7469434,56,3,345,60,405
766330,69,1,210,50,260
2615676,97,2,85,1366,1451
11764097,38,2,285,150,435
4444546,65,1,30,150,180
13160838,44,0,15,0,15
9988487,52,1,75,160,235
4088201,69,0,0,566,566
7586189,74,0,0,20,20
13826445,0,0,0,0,0
7111053,56,0,0,0,0
1292688,81,0,0,100,100
3656081,69,1,70,48,118
7422352,13,1,10,18,28
9707928,68,0,0,0,0
3582363,53,1,40,40,80
10631580,61,0,0,10,10
86432,74,1,20,60,80
5337505,70,1,90,424,514
3142049,70,0,0,70,70
6861219,78,0,0,30,30
7389608,79,5,1778,140,1918
8262057,73,2,110,150,260
15788458,32,0,0,0,0
8677804,37,0,0,10,10
8577452,67,0,0,132,132
7590318,46,0,0,10,10
10545585,0,0,0,0,0
7930290,65,2,60,146,206
4049331,74,3,390,110,500
2277812,50,0,0,70,70
8536501,76,0,0,180,180
7815609,48,0,0,0,0
3908025,39,0,0,30,30
8636859,67,0,15,40,55
12859833,39,1,40,78,118
3504575,88,0,0,180,180
2527680,93,0,0,1550,1550
3860928,77,0,0,650,650
831938,90,0,0,90,90
12276162,10,0,0,10,10
1429955,90,0,0,530,530
10455493,57,4,610,30,640
5030342,92,0,0,78,78
11442631,22,0,0,20,20
10342859,50,0,0,0,0
5650892,78,1,20,50,70
1403340,42,1,25,56,81
416206,75,1,30,620,650
8704463,58,0,45,196,241
16243152,30,0,0,0,0
9185745,60,0,0,140,140
8258005,49,0,0,6,6
20324823,10,0,0,0,0
5476824,58,0,0,94,94
11330010,44,1,35,50,85
14408155,34,0,0,0,0
5016028,83,2,140,682,822
868829,62,1,20,10,30
4358622,8,0,0,0,0
5310949,33,1,10,20,30
7287271,84,3,985,1560,2545
10748392,47,0,0,20,20
6478313,81,0,0,20,20
15049194,34,0,0,0,0
13744618,0,0,0,0,0
8548844,63,0,0,0,0
5552621,72,0,0,98,98
11995630,39,0,0,80,80
4833773,72,1,60,200,260
10052081,0,1,55,0,55
2118130,90,1,10,170,180
1462770,79,7,1809,1038,2847
7590388,82,2,155,60,215
127480,82,3,373,280,653
2335224,53,1,20,50,70
9933306,66,0,0,0,0
6255101,79,2,40,380,420
1716733,96,1,100,820,920
287238,61,1,23,426,449
4710918,67,0,0,0,0
6695432,88,1,10,60,70
12483081,48,0,0,46,46
1540616,56,0,0,0,0
7971339,32,0,0,20,20
5169676,79,1,10,0,10
5913101,89,0,0,530,530
16470540,29,0,15,0,15
2529808,78,2,165,200,365
6128145,0,0,0,0,0
11606547,46,0,0,10,10
5222932,41,0,0,10,10
5294613,64,0,0,20,20
11358743,39,1,25,40,65
4137497,70,5,451,198,649
3299870,81,0,0,0,0
12708383,47,0,0,20,20
9531939,0,0,0,0,0
10263076,64,0,0,40,40
3971621,79,1,90,340,430
5462568,75,1,10,30,40
3019308,91,0,0,150,150
3447343,52,2,306,110,416
778800,69,0,0,30,30
7289393,78,0,0,10,10
8725045,74,0,15,70,85
137783,90,2,113,160,273
15571511,32,0,0,10,10
8956473,73,0,0,20,20
143931,16,1,20,50,70
4723266,47,0,0,40,40
6842947,86,2,213,1360,1573
6419012,27,0,0,10,10
14643783,37,0,0,10,10
11360841,56,0,0,10,10
9411147,70,0,0,20,20
14426701,36,0,0,90,90
1112654,94,0,0,90,90
8155727,78,0,0,198,198
395857,82,8,3161,710,3871
2130515,77,1,25,130,155
3295829,74,0,0,30,30
5495381,58,8,2663,190,2853
4790871,87,10,3128,2028,5156
2165335,42,2,171,396,567
10662486,24,0,0,0,0
2218586,72,0,0,150,150
5986907,47,2,133,230,363
11919966,48,0,0,0,0
4588128,79,2,173,466,639
1587808,59,1,10,10,20
5925476,50,0,0,20,20
13132388,44,0,0,0,0
8931942,73,2,95,50,145
9763431,0,0,0,0,0
4207206,76,0,0,90,90
7625321,77,0,0,30,30
2697831,69,1,45,50,95
4500078,81,1,45,40,85
5046896,85,4,825,4670,5495
852592,90,3,1746,800,2546
11524722,41,1,40,70,110
6244978,78,0,15,106,121
4547188,55,0,0,60,60
4934261,46,0,15,30,45
15080050,17,0,0,20,20
7508594,82,2,170,90,260
6810233,66,0,0,10,10
1536634,75,1,25,10,35
15641209,32,0,0,10,10
7447161,81,1,135,180,315
1313405,54,0,0,20,20
7955072,67,0,0,10,10
7694977,48,0,0,300,300
4082304,68,0,0,90,90
635523,67,1,35,120,155
9286276,54,0,0,20,20
18096774,22,0,0,0,0
5499527,72,3,403,110,513
5915270,81,4,1419,1022,2441
1337994,72,0,0,0,0
9527947,69,0,0,260,260
15760012,31,0,0,0,0
13154958,6,0,0,0,0
8706702,48,0,0,-4,-4
7656080,81,1,40,380,420
3529361,83,2,110,290,400
19399312,16,0,0,20,20
12655251,34,1,93,0,93
7309971,66,1,10,50,60
2382483,83,0,0,80,80
3908247,95,1,10,1350,1360
7907993,80,0,0,8,8
14920348,36,0,0,0,0
7922336,76,0,0,0,0
817824,87,1,78,20,98
1620643,54,0,0,0,0
4987560,67,1,30,110,140
14824108,25,0,0,60,60
336558,0,1,323,0,323
12092080,51,0,30,20,50
5239473,35,0,0,30,30
3224242,41,0,0,20,20
10083000,62,0,0,30,30
4330168,81,0,30,50,80
11860666,53,0,0,100,100
3357373,44,0,0,10,10
7811775,80,0,15,0,15
250560,80,1,55,312,367
9902786,57,0,0,30,30
8096451,78,3,385,220,605
9151176,53,0,0,40,40
10230473,31,0,0,0,0
785099,89,0,0,278,278
2300622,36,0,15,40,55
7881422,47,0,-2,0,-2
6367958,56,0,0,40,40
498391,13,0,0,0,0
6456025,66,0,0,20,20
1309401,79,1,175,90,265
5640923,90,0,0,20,20
1794777,37,0,0,10,10
10554082,59,1,45,10,55
4463330,8,0,0,0,0
8309477,77,0,0,10,10
3988198,95,1,58,298,356
5122790,82,0,0,70,70
635622,89,0,0,838,838
4465386,37,0,0,20,20
6691564,52,0,15,10,25
8284911,77,0,0,40,40
12227311,45,0,0,40,40
9591542,27,0,0,10,10
4844279,62,0,0,10,10
7287543,55,0,30,90,120
7242490,21,0,0,40,40
774907,76,2,1100,570,1670
3851003,78,1,25,0,25
3584765,74,3,473,710,1183
13697791,15,0,0,10,10
12573439,48,0,15,40,55
211714,26,0,0,30,30
7400194,0,0,0,0,0
11041539,44,0,0,10,10
7420679,75,0,0,10,10
10228489,64,0,0,0,0
8921867,34,0,0,0,0
7830286,52,0,0,0,0
5323535,68,0,0,20,20
5182224,83,0,0,20,20
8282898,77,0,15,10,25
3134227,72,0,0,60,60
6044435,77,1,35,70,105
1741590,45,0,0,0,0
1782553,69,1,65,280,345
1020704,70,0,0,100,100
10832672,60,0,0,0,0
14072615,17,0,0,60,60
10083113,56,0,0,136,136
6718251,88,0,0,150,150
8348464,77,0,15,178,193
4328242,57,0,0,20,20
1882931,83,1,10,0,10
12030773,51,0,15,10,25
9710391,0,0,0,0,0
852795,81,0,15,20,35
10187580,50,0,0,-4,-4
3484477,67,1,25,58,83
774972,65,0,0,68,68
7934786,55,1,38,510,548
5423940,75,0,15,0,15
4313927,79,0,0,68,68
6472530,86,0,0,130,130
10027860,19,1,50,0,50
16059221,31,0,0,10,10
7000919,77,1,60,508,568
9708375,68,0,0,16,16
2689882,66,0,0,50,50
10083164,62,0,0,16,16
4148062,69,0,0,10,10
9067359,0,0,0,0,0
3162981,30,0,0,10,10
1272683,74,1,71,128,199
5299052,83,0,0,180,180
2210667,76,1,265,236,501
16075630,31,0,15,8,23
7525231,16,1,10,0,10
3119984,38,0,0,10,10
8289138,55,0,0,10,10
2343795,75,0,0,30,30
7875444,50,1,70,90,160
10412923,18,1,10,20,30
6251391,76,5,602,80,682
6585219,89,0,0,-2,-2
1934212,83,2,75,468,543
8733572,0,0,0,0,0
5532550,71,1,10,0,10
2364295,56,1,10,346,356
14142345,40,3,571,0,571
7375754,67,1,10,378,388
9890698,58,1,10,78,88
5321613,76,0,0,0,0
4918159,59,1,10,120,130
1037200,46,0,15,120,135
3986320,70,1,10,58,68
6902674,87,0,0,20,20
3115923,78,2,270,380,650
7693201,78,0,0,20,20
10763156,52,0,0,20,20
7973784,11,0,0,0,0
21760922,7,1,40,18,58
7887773,66,0,0,6,6
7007134,73,0,0,70,70
4328352,41,0,0,10,10
11908003,48,0,0,50,50
4729764,62,1,25,760,785
13560745,0,0,0,0,0
18940844,0,0,0,0,0
10410925,63,0,0,0,0
14130094,40,0,0,20,20
17161135,26,0,0,10,10
5538737,91,1,65,110,175
8410038,43,1,20,20,40
14515133,0,0,0,0,0
14042046,37,0,0,0,0
9919423,12,0,15,30,45
11559876,55,0,0,0,0
5102533,54,0,0,40,40
502727,47,0,0,338,338
4443082,72,0,0,30,30
10013648,44,1,45,80,125
4938706,85,0,0,120,120
3673043,64,0,0,140,140
1008596,65,1,95,50,145
10210261,63,0,0,138,138
1733587,65,0,0,80,80
11867096,52,0,15,28,43
7906266,69,1,35,178,213
8000475,71,1,10,150,160
1129436,58,0,0,40,40
746461,36,1,10,40,50
9589731,68,1,220,106,326
6179818,41,0,0,20,20
8496110,64,0,0,10,10
9706484,51,0,0,28,28
8461300,64,0,0,20,20
1762295,57,3,1045,344,1389
4064248,49,0,0,30,30
15131641,34,0,0,70,70
7676920,60,1,20,10,30
11070463,44,1,85,0,85
1090562,79,28,24482,320,24802
12987394,40,0,0,18,18
9079812,54,1,20,50,70
1192963,60,0,0,40,40
3251207,93,1,50,1098,1148
1782792,81,16,6629,20,6649
4281353,36,1,83,294,377
11899917,41,0,0,20,20
10900497,48,0,0,10,10
2147347,67,2,105,118,223
1059860,62,0,0,0,0
13399061,44,0,0,10,10
15848470,22,0,15,50,65
10687511,52,0,15,40,55
11093016,49,1,10,0,10
7730199,79,0,0,306,306
1700890,88,0,0,328,328
14230555,39,0,0,-2,-2
9266202,71,0,0,48,48
8807447,56,1,25,58,83
5729303,79,0,0,90,90
10263591,52,0,30,-2,28
15746088,32,0,0,10,10
8023082,63,0,0,10,10
5176364,43,0,0,20,20
12014637,11,0,0,50,50
14967854,35,0,0,50,50
9712687,68,0,0,10,10
8401969,72,0,0,390,390
3015734,44,2,230,60,290
8410166,0,0,0,0,0
11648055,16,0,0,20,20
12997689,43,0,0,20,20
10038330,55,1,40,0,40
6347839,82,0,0,30,30
6306884,85,4,1111,118,1229
5581893,57,2,310,418,728
1434693,34,0,0,0,0
7547975,62,1,10,0,10
7765065,81,1,10,60,70
13096010,45,0,0,10,10
3173450,74,0,0,10,10
14226505,35,0,0,20,20
8690766,19,0,0,20,20
10107984,0,0,0,0,0
7779411,62,1,25,140,165
4301911,0,0,0,0,0
7994456,79,0,0,774,774
9104473,72,0,0,70,70
11861082,52,0,0,186,186
7089239,62,1,40,50,90
9694304,59,2,50,90,140
14986336,34,1,50,58,108
20036706,0,0,0,0,0
7476324,77,0,15,30,45
9194598,0,0,0,0,0
13479017,43,1,40,118,158
11963507,16,1,10,40,50
8805495,72,0,0,0,0
8053884,55,0,0,50,50
12860541,46,0,0,68,68
11816060,52,0,0,330,330
4789373,67,7,2003,210,2213
5405823,41,0,-2,76,74
11799681,53,0,0,10,10
7238787,56,0,0,210,210
9008259,0,0,0,0,0
2491528,17,0,0,20,20
384137,81,1,40,70,110
6634635,38,0,15,0,15
4265099,67,0,0,30,30
363663,87,0,0,10,10
5026962,89,0,0,10,10
11986067,43,1,140,150,290
12250264,49,2,180,100,280
9217178,58,1,155,20,175
7361690,72,0,15,28,43
781469,67,0,0,10,10
9565342,68,1,60,100,160
9749663,67,0,0,10,10
10545426,21,0,0,8,8
16241829,20,0,0,60,60
16477354,29,0,0,10,10
12453038,48,0,0,10,10
9854132,65,0,0,80,80
11545782,54,0,0,60,60
10796214,49,0,0,30,30
4086968,76,2,200,628,828
2260153,77,2,55,70,125
1397946,45,5,1356,40,1396
11535546,35,0,0,10,10
18588854,19,0,0,10,10
5094589,33,0,0,30,30
9163968,26,0,0,0,0
326849,81,0,0,810,810
9639109,68,0,0,40,40
3667142,57,1,60,10,70
9651398,68,0,0,0,0
9854153,67,0,0,20,20
3331276,65,1,40,40,80
16569549,29,0,0,50,50
7537870,82,1,55,376,431
6114511,93,0,0,130,130
5020881,65,0,0,30,30
9731282,62,0,0,50,50
7978198,70,0,0,150,150
11470040,24,0,0,0,0
6204637,74,1,45,240,285
9678047,54,0,0,44,44
4193504,89,0,0,50,50
2600161,36,1,10,20,30
298209,72,1,10,410,420
9274598,16,0,0,10,10
5623016,46,0,15,40,55
3953896,67,0,0,60,60
14449900,38,0,0,30,30
8686837,64,0,0,10,10
17534198,22,0,0,242,242
1582331,59,1,830,78,908
12367101,49,0,0,20,20
8746240,74,1,30,10,40
4095235,38,2,118,70,188
5631237,81,0,15,54,69
6546694,70,3,1021,538,1559
4097290,90,0,0,0,0
587021,67,0,0,208,208
3222797,74,3,940,230,1170
11875606,43,0,0,10,10
5522711,88,0,0,580,580
6917400,82,0,0,688,688
2137370,41,0,0,50,50
6483227,90,0,0,198,198
11986203,50,0,0,10,10
8525083,48,0,0,0,0
11506976,55,1,10,10,20
6372640,36,0,0,20,20
3775778,77,1,240,314,554
3419427,91,1,20,780,800
9276708,67,1,25,90,115
9932068,66,0,0,10,10
11701537,54,0,0,30,30
15170857,34,1,25,50,75
482601,86,1,85,370,455
14818604,36,0,0,0,0
8238383,60,0,0,70,70
11590962,23,0,0,10,10
863543,90,3,933,188,1121
14777655,23,0,0,30,30
6450489,54,0,0,330,330
261433,64,0,0,38,38
8551737,50,1,25,28,53
1375548,68,0,0,0,0
3661120,68,1,25,110,135
11791681,0,0,0,0,0
1285444,59,2,70,20,90
333125,79,0,0,220,220
6194504,62,0,0,8,8
8840524,36,1,30,20,50
7212365,61,5,1563,190,1753
10630478,61,0,0,30,30
8938829,18,0,0,0,0
11433296,34,0,0,10,10
9250129,71,0,0,20,20
3921232,69,1,45,110,155
14548310,38,0,0,40,40
6716760,85,1,18,170,188
12338521,45,0,0,90,90
7707994,77,1,60,70,130
9762137,42,0,0,20,20
4402524,49,0,0,40,40
7441757,58,1,25,190,215
5881181,91,0,0,8,8
1441121,96,1,703,850,1553
8666472,75,0,0,30,30
306537,80,0,0,20,20
6862189,37,2,236,10,246
2422125,13,0,0,-2,-2
11160943,40,3,339,10,349
5801328,61,0,0,40,40
2530674,91,1,25,900,925
6567283,46,0,0,20,20
1185138,57,0,0,30,30
4930939,0,0,0,0,0
10112379,56,0,15,6,21
11111806,0,0,0,0,0
628096,95,0,0,250,250
10153344,60,0,0,58,58
2289031,86,0,0,70,70
8152457,72,0,0,40,40
13637002,43,0,0,50,50
4189580,77,2,60,40,100
5107084,86,2,190,1260,1450
4943253,87,0,0,90,90
14370198,26,0,0,10,10
8105367,54,0,0,20,20
3009947,83,1,30,30,60
4726173,65,1,30,110,140
2710943,52,1,25,10,35
8269216,77,0,0,30,30
433570,57,0,0,348,348
3153317,69,0,0,0,0
9334184,42,1,30,0,30
14562728,0,0,0,0,0
7370153,80,7,2303,10,2313
11781546,41,2,340,30,370
4259243,81,2,145,170,315
9878957,66,1,20,40,60
7447976,27,0,0,78,78
9475497,69,1,10,10,20
11900339,45,0,0,20,20
12463547,28,0,0,40,40
7822780,73,1,10,20,30
5496253,83,0,0,30,30
9622974,68,0,0,18,18
10171841,39,0,0,20,20
20280771,36,0,0,168,168
8940996,61,0,0,10,10
7185861,55,0,0,210,210
6706630,81,1,35,10,45
1951176,88,9,2570,90,2660
1754568,58,0,0,10,10
2502090,90,0,0,340,340
6772171,79,1,153,390,543
14187980,34,0,0,0,0
13430221,30,0,0,0,0
1217998,79,3,368,100,468
9672143,56,2,250,10,260
2135504,58,4,500,226,726
20852172,12,0,0,0,0
2047442,49,2,225,60,285
11730,90,0,0,250,250
214488,82,2,215,340,555
10190297,64,2,85,70,155
7765466,80,0,0,10,10
6788571,43,1,10,20,30
6737375,0,0,0,0,0
9444831,54,0,0,30,30
863713,76,0,15,10,25
3044831,67,0,0,60,60
1279459,86,2,381,418,799
3042790,93,1,135,188,323
2061800,82,0,0,-2,-2
8668650,55,0,0,8,8
3098092,90,5,1866,280,2146
11427310,51,0,0,0,0
10726895,57,0,0,100,100
314864,73,0,0,50,50
10274289,48,0,0,10,10
8015346,75,1,8,606,614
14331377,39,0,0,0,0
6227444,92,1,170,490,660
11163122,19,1,55,72,127
4810225,81,0,0,10,10
3259896,62,1,85,768,853
9721336,59,0,0,8,8
740857,80,0,0,120,120
1879547,82,0,0,100,100
2393597,76,0,0,110,110
4496896,70,2,294,310,604
5780994,68,0,0,0,0
13454852,0,0,0,0,0
1058309,68,0,0,110,110
10163720,64,0,0,78,78
8855052,55,0,0,50,50
656912,92,1,140,948,1088
6419985,37,0,0,170,170
6553104,57,0,0,18,18
9936406,66,0,0,40,40
7953944,43,0,0,20,20
7327257,53,1,75,130,205
10397210,63,0,0,20,20
3214872,79,13,6478,2378,8856
3337758,70,0,0,80,80
11828768,46,0,0,90,90
7378465,83,0,0,126,126
11970084,52,1,10,88,98
988709,85,1,30,1314,1344
16647718,22,0,0,18,18
8214056,78,0,0,30,30
15136301,0,0,0,0,0
10647086,59,0,0,50,50
3397173,47,0,15,338,353
13874745,41,0,15,10,25
8058425,78,0,0,100,100
4922937,60,0,0,10,10
5445177,57,0,0,-2,-2
779837,68,2,50,80,130
6921786,56,0,0,20,20
9598527,68,0,15,26,41
10853952,53,0,0,10,10
9754177,57,0,0,70,70
15365699,33,0,0,60,60
11255365,56,1,70,140,210
3444294,93,1,118,1814,1932
775755,82,0,0,90,90
9809485,66,0,0,50,50
10565197,44,1,195,80,275
7112271,47,1,70,70,140
14485071,36,0,0,40,40
779856,58,1,35,600,635
13706836,42,0,0,20,20
8820311,74,0,0,70,70
9621080,46,2,95,20,115
7528024,81,0,0,10,10
17788510,14,0,0,10,10
9496160,56,0,0,10,10
7849569,42,2,174,50,224
3079777,62,0,0,10,10
9909857,19,0,0,70,70
5011042,60,0,0,20,20
10544741,0,0,0,0,0
10354279,62,1,85,98,183
5066344,35,0,0,20,20
417385,39,0,0,0,0
7339624,38,3,300,30,330
6217326,69,0,0,340,340
7353970,69,4,4286,3438,7724
9881203,66,1,105,230,335
11257466,57,0,0,20,20
1719931,50,0,0,320,320
2938494,73,0,0,120,120
6227592,88,0,0,506,506
10333833,63,0,0,70,70
5232265,64,0,0,10,10
11552392,44,1,25,10,35
2737801,68,0,0,18,18
7274120,66,1,6,30,36
12416654,21,0,0,20,20
2328207,69,1,45,230,275
9758352,22,1,45,78,123
200340,93,1,180,606,786
6084245,72,1,30,28,58
6667924,37,0,0,10,10
1316501,63,0,0,448,448
4982425,53,1,45,320,365
6117017,50,11,3661,164,3825
1549979,78,0,0,40,40
9027227,73,0,0,30,30
6997665,81,2,371,516,887
9234083,18,0,0,0,0
4906660,47,0,0,10,10
1113765,53,0,0,80,80
6807211,78,1,18,88,106
5615276,77,2,140,150,290
2100910,72,0,0,60,60
3907250,80,5,548,650,1198
3993270,84,1,25,1284,1309
13835960,42,0,0,0,0
2240187,0,0,0,0,0
20293308,0,0,0,0,0
10088125,65,0,0,30,30
10458815,62,2,160,170,330
6510273,66,2,210,968,1178
9262788,67,0,0,148,148
11601605,54,0,0,10,10
7438024,62,0,0,10,10
1732297,16,0,0,20,20
8165066,78,1,60,832,892
10106574,47,0,0,10,10
5029595,82,1,45,780,825
8183516,45,0,0,50,50
8433372,68,0,0,60,60
5088987,92,1,25,100,125
38626,89,10,10518,1668,12186
9873122,51,0,0,10,10
18816743,0,0,0,0,0
1015528,73,0,0,30,30
9359081,43,0,0,10,10
1554153,45,1,50,70,120
11212528,22,0,0,10,10
7034613,60,0,0,230,230
13610744,30,3,338,40,378
19947257,15,0,0,0,0
5244666,82,0,0,30,30
3391229,90,1,58,286,344
7997184,79,0,0,56,56
3938049,67,0,15,0,15
8343298,68,0,0,0,0
6639365,47,0,0,10,10
3387141,68,0,0,20,20
5558021,25,1,8,68,76
7128838,78,1,45,350,395
6092553,49,0,0,70,70
2135819,65,1,25,308,333
3344139,67,1,125,20,145
12594959,46,0,0,0,0
6088463,80,0,0,10,10
8601361,64,1,10,110,120
3532564,80,2,395,240,635
12271381,49,2,50,78,128
9176854,0,0,0,0,0
6627095,80,1,10,90,100
9647899,0,0,0,0,0
2277149,55,0,0,0,0
12336925,35,0,0,30,30
735008,78,0,0,300,300
6166308,87,0,0,88,88
9793316,66,1,35,70,105
6749990,80,0,0,20,20
4355878,77,2,295,248,543
9101095,72,0,0,10,10
14438185,38,0,0,20,20
1578793,71,0,0,20,20
2219819,71,0,0,70,70
7184172,60,0,0,100,100
5875503,56,0,0,60,60
11579184,28,1,45,110,155
1525553,38,0,0,70,70
13608754,43,1,25,70,95
6395699,31,0,0,10,10
9912116,65,0,0,32,32
4394807,87,1,43,518,561
5721911,82,0,0,0,0
7886651,78,4,870,616,1486
7270211,69,0,0,10,10
8183621,47,0,0,40,40
6244166,53,2,105,286,391
868166,69,0,0,10,10
7386954,48,0,0,40,40
7345996,83,1,28,60,88
11939660,52,1,8,110,118
12746574,42,0,0,30,30
4392784,90,3,496,118,614
10596177,61,0,0,68,68
11392855,56,0,0,10,10
10688345,44,0,0,50,50
1931098,77,1,30,0,30
6631259,88,1,30,108,138
9451356,58,0,0,258,258
2504541,77,1,55,28,83
3608412,78,0,0,50,50
13262684,22,0,0,10,10
10649437,21,0,0,20,20
288609,89,0,0,1442,1442
11319137,0,0,0,0,0
6489953,56,1,10,40,50
13262692,18,0,0,0,0
3499881,14,0,0,0,0
6760298,56,1,10,90,100
7184238,68,0,0,0,0
10438511,43,1,35,50,85
11632499,29,0,0,10,10
1998707,10,2,40,0,40
